smiles,solvent,ex (nm)
O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,CC(=O)C,350.0
CC(C)[Si](CCc1c2cc3ccccc3cc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,C(Cl)Cl,683.0
CCC1=C(C)C2=C(c3ccc(-n4cc(-c5ccccn5)nn4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,528.0
CCCCCCCC[N+]1=C(/C=C2\C([O-])=C(C=C3N(CCCCCCCO)c4ccccc4C3(C)C)C2=C(CN)C(=O)OCC)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,695.0
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,CC#N,390.0
COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CC1=CC=CC=C1,345.0
CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3I)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,766.0
Cc1cc([N+](C)(C)C)ccc1OC(=O)N(C)C,CN1CCCC1=O,407.0
CCCCOc1ccc(C2=C(c3ccc(Br)cc3)C(c3ccc(Br)cc3)=[N+]3C2=C(c2ccc(OCCCC)cc2)c2c(-c4ccc(OCCCC)cc4)c(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n2[B-]3(F)F)cc1,C(Cl)Cl,572.0
COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,O,370.0
COc1ccc2c(c1)sc1[n+]2[B-](F)(F)OC(c2ccc(N(C)C)cc2)=N1,CC#N,426.0
c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2,CC#N,427.0
CCCCC1(CCCC)c2cc(CCc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(CCc3ccc4ccc5cccc6ccc3c4c56)cc21,CC#N,420.0
CCCCCCCCCCCCOc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,C(Cl)Cl,501.0
CN(C)c1ccc(CCc2ccccc2)cc1,C1COCCO1,327.0
CCN(CC)c1ccc2c(c1)O/C(=C(/CN)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C=C2COC(=O)c1ccccc1,C(Cl)Cl,596.0
CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5ccccc5[nH]4)cc3)nc(Oc3ccc(-c4nc5ccccc5[nH]4)cc3)n2)cc1,CN(C)C=O,376.0
Cc1cc(=O)oc2cc(N)ccc12,O,360.0
COC(=O)c1ccnc(N)c1,CS(=O)C,342.0
c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,C1COCCO1,343.0
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC(=O)C,407.0
COC(=O)/C(=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,C1COCCO1,333.0
NCc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CC#N,397.0
CCCCCCn1c2ccccc2c2cc(-c3ccc(N(c4ccc(-c5cc6c(s5)-c5sc(/C=C(\CN)C(=O)O)cc5C6(CCCCCC)CCCCCC)cc4)c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4c6c(c7c(c4-5)C(CCCCCC)(CCCCCC)c4ccccc4-7)C(CCCCCC)(CCCCCC)c4ccccc4-6)cc3)ccc21,C(Cl)Cl,551.0
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c4nsnc34)cc2)cc1,CC1=CC=CC=C1,474.0
c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CC1=CC=CC=C1,360.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1COCCO1,326.0
COc1ccc(OC)c(C(=O)O)c1,CO,314.0
COc1cc2cc(-c3cc4cc(OC)c(OC)cc4oc3=O)oc2cc1OC,CC#N,404.0
CC1=CC(C)=[N+]2C1=C(c1ccccc1C)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,500.0
C=CCNc1ccc2ccc3oc4cc(=[N+]5CCCC5)ccc-4nc3c2c1,CCO,570.0
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,443.0
O=[N+]([O-])c1ccc(C2=C3C=C(S(=O)(=O)[O-])C(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,O,514.0
CCCCCCn1c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(/CN)C(=O)O)s5)s4)s3)cc2c2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)ccc21,C1CCOC1,468.0
O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,C1CCOC1,342.0
Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)[O+]=P(c3ccccc3)(c3ccccc3)c3cc(-c4ccc(N(C)C)cc4)sc3-c3sc(-c4ccc(N(C)C)cc4)cc32)c(C)c1,C1CCOC1,445.0
CCCc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(=O)C,428.0
CC(=O)Nc1ccc(O)cc1,C1CCOC1,293.0
Cc1cccc(C)c1Nc1ccc(/C=C/c2cccnc2)cc1,CCCCCC,346.0
CCN(CC)c1ccc2c(c1)C(C)(C)c1cc(-c3oc4ccccc4c(=O)c3OC)ccc1-2,C1CCOC1,407.0
O=C1NC(c2ccccc2)=C2C(=O)NC(c3ccccc3)=C12,CS(=O)C,507.0
COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,340.0
O=C(O)c1ccc(/C2=C3\C=CC(=N3)/C(c3ccccc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccccc2)=C2/C=CC(=N2)/C=4c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,599.0
CCCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CC#N,413.0
CCCCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(\CN)C(=O)O)s3)ccc21,CN(C)C=O,416.0
CN1C(C(=O)Nc2ccccn2)=C([O-])c2sccc2S1(=O)=O,CC#N,382.0
COc1cccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)c1,CO,560.0
Cc1ccc(-c2c3cc(N(C)C)ccc3nn2C)o1,C(Cl)Cl,368.0
c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CO,359.0
COCC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)C3=C(CC(S(=O)(=O)[O-])C=C3)C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,747.0
COc1ccc(-c2oc3cc4nc5ccccc5nc4c4cccc(c2-c2ccc(OC)cc2)c34)cc1,C(Cl)Cl,500.0
CC1=C(I)C(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)c(I)c(C)n1[B-]2(F)F,CC1=CC=CC=C1,536.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,C(Cl)Cl,433.0
CC1(C)OC(=C(CN)CN)C(CN)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,C1CCOC1,486.0
NC/C(=C\c1cc2c(c3ccccc13)N(c1ccc(C=C(c3ccccc3)c3ccccc3)cc1)C1CCCC21)C(=O)O,C(Cl)(Cl)Cl,507.0
CO[Si](CCCSC(=O)c1ccccc1O)(OC)OC,C(Cl)(Cl)Cl,309.0
CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CCCCCC,312.0
COc1ccc(CCc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1,CN(C)C=O,615.0
CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[NH2+])cc-3n(C)c2c1,O,485.0
Cc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)ccc1O,CS(=O)C,566.0
CC1=C(I)C(C)=[N+]2C1=C(c1cccs1)c1c(C)c(I)c(C)n1[B-]2(F)F,C(Cl)Cl,548.0
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,CO,416.0
CC1(C)C=C(CS(=O)(=O)O)c2cc3cc(C(=O)NCCCCCC(=O)O)c(=O)oc3cc2N1CCCS(=O)(=O)O,O,442.0
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CC#N,480.0
CCOC(=O)c1c(C)cn2c(nc3ccccc32)c1C,C(Cl)Cl,250.0
CCCCCCOc1cc(C=O)c(OCCCCCC)cc1C=O,C(Cl)Cl,403.0
F[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,401.0
CCCCn1c2ccc(-c3ccc(OC)cc3)cc2c2ccc3c4cc(-c5ccc(OC)cc5)ccc4n(CCCC)c3c21,C(Cl)(Cl)Cl,338.0
O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,CCCCCC,450.0
CCOC(=O)c1cc(C(=O)OCC)c2cc(NC(=O)C(F)(F)F)ccc2n1,CCO,346.0
COc1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(-c5ccc(/C=C(/CN)C(=O)O)s5)cc4)cc3)cc2)c2ccc(-c3ccc(/C=C(/CN)C(=O)O)s3)cc2)cc1,CCO,478.0
CC(C)(C)c1cccc(-[n+]2nc3cc(C(C)(C)C)ccc3c3ccc(Oc4ccccc4)cc32)c1,C(Cl)Cl,484.0
COC(=O)/C(CN)=c1\s/c(=c2/s/c(=C(/CN)C(=O)OC)c3cc(-c4ccccc4)sc23)c2sc(-c3ccccc3)cc12,CC1=CC=CC=C1,605.0
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[B-](O)(O)c2cc(N(C)C)ccc21,O,620.0
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc(CN)cc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc(CN)cc3)=C2)cc1,CC1=CC=CC=C1,720.0
C[N+](C)=c1ccc2c(-c3c(F)c(F)c(F)c(F)c3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,O,571.0
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4C4(c6ccccc6-c6ccccc64)c4ccccc45)cc3)n2)cc1,CC1=CC=CC=C1,392.0
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,C(Cl)(Cl)Cl,440.0
CCCCN1C(=O)c2cccc3cccc(c23)C1=O,CC#N,341.0
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cccc(I)c3)cc2)cc1,CS(=O)C,431.0
CC(C)[Si]1(C(C)C)c2cc(C=C(CN)CN)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CCO,467.0
F[B-]1(F)n2c(Cl)c(Cl)c(-c3cccs3)c2C(c2cccs2)=C2C(c3cccs3)=C(Cl)C(Cl)=[N+]21,C(Cl)Cl,572.0
O=[N+]([O-])c1ccc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)cc1,CO,445.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(CCc2cccc(CCc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,CC#N,340.0
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CCO,516.0
CCCCCCOc1c(OCCCCCC)c(-c2cc(CCCCCC)c(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)s2)c2nc3c4ccccc4c4ccccc4c3nc2c1-c1cc(CCCCCC)c(/C=C(\CN)C(=O)O)s1,C(Cl)(Cl)Cl,516.0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C(Cl)(Cl)Cl,378.0
C(=C/c1cccnc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC#N,367.0
CN(C)c1ccc2nc(/C=C/c3ccccc3)c(=O)oc2c1,CC1=CC=CC=C1,460.0
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CO,363.0
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCO,331.0
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,CC#N,515.0
F[B-]1(F)n2cccc2C(c2c(Cl)cccc2Cl)=C2C=CC(C3CCCCC3)=[N+]21,CC#N,511.0
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,CCO,616.0
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCOC1,352.0
c1ccc(-n2cccc2)cc1,C(Cl)(Cl)Cl,310.0
CCCCNC(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CC#N,373.0
COC(=O)/C(=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CO,330.0
COc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)[n+]1c3ccc(Cl)cc3c(-c3ccccc3)c(-c3ccccc3)c21,C(Cl)Cl,447.0
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(CN)CN)C1,CC1=CC=CC=C1,422.0
Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc2)cc1,C1CCOC1,479.0
COc1ccc(CCc2ccc(CCc3ccc(P(=O)(c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,CCO,336.0
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,C(Cl)(Cl)Cl,341.0
COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,C(Cl)Cl,321.0
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])cc2)=CC(=C(CN)CN)C1,CCOC(=O)C,410.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(Cl)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(Cl)cc5)cc4)oc3cc12,C(Cl)Cl,446.0
C1=Cc2ccc3ccccc3c2NB1c1ccccc1,C1CCCCC1,360.0
Cc1cc(-c2ccccc2C)cc(C)[o+]1,C(Cl)Cl,343.0
CCN(CC)c1ccc(OC)c(C=O)c1,CS(=O)C,424.0
CCN(CC)c1ccc2c(c1)O/C(=C(/CN)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C=C2C,CO,539.0
CN1C(=CN=Nc2ccc(C=C(CN)CN)cc2)Sc2ccccc21,CN(C)C=O,484.0
CCN(CC)c1ccc(C=C[N+](=O)[O-])cc1,CN(C)C=O,458.0
Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c3ccc4c(-c5ccccc5)c(-c5ccccc5)oc1c4c23,C(Cl)Cl,499.0
CCC1=C(C)C2=C(c3ccc(CCl)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,523.0
COc1ccc(-c2ccc(OC)cc2)cc1,C1CCCCC1,272.0
COc1ccc(-c2c(CN)c3ccccn3c2N)cc1,CN(C)C=O,393.0
CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,C(Cl)Cl,339.0
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,C1CCOC1,377.0
CCC1=C(C)C2=C(c3ccc(N)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,522.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(CCc2ccc(C=C(CN)CN)cc2)cc1,CC1=CC=CC=C1,348.0
CC(C)=[N+]1N=C2C=CC(Br)=CN2[B-]1(F)F,C(Cl)Cl,408.0
Cc1cc2nc3c(cc(N)c4ccccc43)[o+]c2cc1N(C)C,CCO,603.0
C[N+](C)(C)CCC[N+](C)(C)CCCCCCOc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CC#N,495.0
O=C(O)[C@@H]1C=C[N-]C(C2=C[C@H](C(=O)O)C=C[N-]2)=C1,CCO,527.0
COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CC#N,493.0
COc1ccn2c3c(c(-c4ccc(CN)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,344.0
CN(C)c1ccc(C=Cc2ccn3cc(-c4ccccc4-c4ccc(Br)cc4)nc3c2)cc1,CC1=CC=CC=C1,415.0
O=C(O)c1ccccc1Nc1ccccc1,C1CCCCC1,361.0
CC(C)(C)c1cc2c3c(c1)c1cc(C(C)(C)C)cc4c1n3B1c3c-2cccc3-c2cc(C(C)(C)C)cc3c5cc(C(C)(C)C)cc-4c5n1c23,C1CCOC1,439.0
CC(C)(C)c1ccc(N(/C2=c3\cc/c4n3[Zn]n3c(ccc3/C(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)=C3/C=CC2=N3)/C=C2\N=C(C=C2/C=C/C=C/C(=O)O)/C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc(C(C)(C)C)cc2)cc1,CCO,628.0
C=C(C)C(=O)OCCCC1=C2C(C)=C(CC)C(C)=[N+]2[B-](F)(F)n2c(C)c(CC)c(C)c21,CCO,521.0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CO,477.0
CCN(CC)c1ccc(C=Cc2ccc(C=Cc3ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc3)cc2)cc1,CC#N,424.0
[C-][N+]c1cccc2c(N)cccc12,C(Cl)(Cl)Cl,358.0
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,C1COCCO1,376.0
FC(F)(F)c1ccccc1B1c2ccccc2N(c2ccccc2)c2ccccc21,C(Cl)Cl,389.0
CCCCn1c2ccc(N(c3ccc(/C=C(/CN)C(=O)O)cc3)c3ccc(OC)cc3)cc2c2cc(N(c3ccc(/C=C(/CN)C(=O)O)cc3)c3ccc(OC)cc3)ccc21,C(Cl)Cl,406.0
COc1ccc2c3ccc(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2c1,C(Cl)(Cl)Cl,365.0
O=C1C=C(Nc2ccc(F)cc2)C(=O)c2ccccc21,CCCCCC,445.0
CC(C)[Si]1(C(C)C)c2cc(CN)ccc2-c2ccc(N(C)C)cc21,CS(=O)C,375.0
O=P1(c2ccccc2)c2cccc3ccc4ccc1n4c23,C(Cl)Cl,412.0
c1ccc(-c2nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cn3)oc2-c2ccccc2)cc1,C1CCOC1,351.0
COc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1OC,C1CCOC1,532.0
CC1=CC(C=Cc2ccc(O)c(N)c2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C)cn1[B-]2(F)F,CC1=CC=CC=C1,579.0
Cc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386.0
NC[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CC#N,321.0
COc1cc(/C=C2/SC(=O)NC2=O)ccc1O,CN(C)C=O,340.0
COc1ccc(-n2nc(CN)c(N3CCCC3)n2)cc1,CCCCCC,335.0
Cc1ccc(-c2c3ccc(=[NH2+])cc-3n(C)c3cc(N(C)C)ccc23)cc1,O,485.0
CCOC(=O)/C=C/C1=C(c2ccc(C)cc2)C2=Nc3c(-c4ccc(C)cc4)c(-c4ccc(OC)cc4)c(-c4ccc(C)cc4)n3[B-](F)(F)[N+]2=C1c1ccc(C)cc1,C(Cl)(Cl)Cl,673.0
O=C(O)CCCCCn1/c(=C/C=C/C2=[N+](CCCCCC(=O)O)c3cccc4cccc2c34)c2cccc3cccc1c32,CO,760.0
COc1cc2oc(=O)c3c4ccc(N(C)C)cc4c4ccc5cccc6c(c1)c2c3c4c56,C1CCOC1,480.0
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/C=C4/N(C)c5ccccc5C4(C)C)n3[B-](F)(F)[N+]2=C1/C=C/C=C1/N(C)c2ccccc2C1(C)C,CN(C)C=O,888.0
Clc1cccc(-c2nc3sc4ccccc4c3s2)c1,CS(=O)C,351.0
COc1cc(N(c2ccccc2)c2ccc(C=C(CN)CN)c(OC)c2)ccc1C=C(CN)CN,CC1=CC=CC=C1,471.0
c1ccc2c(c1)[nH]c1cccnc12,C1CCOC1,341.0
O=c1c(-c2cccc3ccccc23)coc2cc(O)ccc12,O,288.0
CCCCC1=C(CCCC)c2ccccc2B2Nc3ccccc3C=C21,C(Cl)Cl,386.0
CCCCCCCCn1nc2c(-c3ccc(/C=C(/CN)C(=O)O)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(-c4ccc(N5c6ccccc6C6C7CCC(C7)C65)cc4)s3)c2n1,C(Cl)Cl,604.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(CCCCc4ccc(C(=O)O)cc4)c4ccccc34)cc2)cc1,C(Cl)Cl,448.0
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CN(C)C=O,515.0
COc1ccc2c(c1)oc1c3cccc4c3c(cc21)C(=O)N(c1c(C)cccc1C)C4=O,C(Cl)Cl,361.0
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555.0
CCCc1[o+]c2c(CCC)c(CCC)c3cc4cccc5ccc6cc(c1CCC)c2c3c6c54,C(Cl)Cl,582.0
O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccccc3)c(-c3ccccc3)nc21,CCCCCC,262.0
CC1c2ccccc2-c2cc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3cc21,CS(=O)C,359.0
COc1cccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)c1,CC#N,569.0
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])cc2)=CC(=C(CN)CN)C1,C1COCCO1,411.0
CN1/C(=C/C=C2\CC(C3CC(/C=C/C4=C(C[NH-])C(=C(CN)CN)OC4(C)C)=C(Cl)/C(=C/C=C4/C(CN)=C(C(CN)CN)OC4(C)C)C3)CC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC#N,898.0
COc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)c(OC)c1,CO,343.0
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,480.0
COC(=O)c1ccc(/C=C2\C=C(c3ccc([N+](=O)[O-])cc3)OC2=O)cc1,C1COCCO1,411.0
CCCCn1c2cc(-c3ccncc3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1COCCO1,375.0
CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(-c2cccc(-c4ccc(C(=O)O)cc4)c2)c(=O)oc31,CC#N,414.0
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,C(Cl)Cl,333.0
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,342.0
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CC(=O)C,345.0
NCC(=Cc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1)C(=O)O,C1CCOC1,377.0
Nc1ccc2c3c(ccc2c1)C(c1ccccc1C(=O)[O-])=c1cc2c4c(c1O3)CCC[N+]=4CCC2,O,577.0
c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)nc1,C1CCCCC1,308.0
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,330.0
NC/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,381.0
C1=CN2B(C=Cc3c2ccc2ccccc32)C(CCc2ccccc2)=C1,C1CCCCC1,348.0
CCC1=C(C)C2=C(c3c4ccccc4cc4ccccc34)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,530.0
CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(CN)CN)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(CN)CN)cc4)cc3)C2=C(CN)CN)cc1,CN(C)C=O,590.0
COc1ccc(CCc2ccc(CCc3ccc(P(=O)(c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,C1CCCCC1,335.0
