em,smiles,solvent
,CCN(CC)c1ccc(C(=C(c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2)c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2)c2ccc(N(CC)CC)cc2)cc1,ClCCl
617.0,CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(c3ccccc3)C(C)=C(C)C1=C2c1ccccc1,ClCCl
,CCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,CO
596.0,C(=C/c1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccccc1,CS(C)=O
,c1ccc(C2c3ccccc3Oc3ccccc32)cc1,CCOCC
,CC1=C(Br)C(C=Cc2ccc(O)c(O)c2)=[N+]2C1=C(c1ccc([N+](=O)[O-])cc1)c1c(C)c(Br)c(C=Cc3ccc(O)c(O)c3)n1[B-]2(F)F,CCO
519.0,COc1ccc(CN(C(=O)c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2)C(C(O)=NC(C)(C)C)c2ccccc2)cc1,C1CCOC1
,O=C(O)CN1[C](C=c2c(=O)c(=Cc3[se]c4ccccc4[n+]3CC(=O)O)c2=O)[Se]c2ccccc21,CO
,N=c1nc(O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1Cc1ccc([N+](=O)[O-])cc1,CO
516.0,COc1nc(=Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)[nH]1,CCCCOCCCC
,CCCCCCCCCCCCCCCCOC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CC)C(C)=C4CCC(O)=N[C@@H](C)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)OCC)c(C)c3CC,ClCCl
,CC(C)=CCCC(C)=CCC1(CC=C(C)C)C(=O)C(O)=Cc2oc3cc(O)cc(O)c3c(=O)c21,CO
694.0,CC1=[N+]2C(=C(c3ccc(O)cc3)c3ccc(/C=C/c4ccc(N5CCOCCOCCOCCOCC5)cc4)n3[B-]2(F)F)C=C1,CCO
,Fc1cccc(Cl)c1-c1c2nc(c(-c3c(F)cccc3Cl)c3ccc([nH]3)c(-c3c(F)cccc3Cl)c3nc(c(-c4c(F)cccc4Cl)c4ccc1[nH]4)C=C3)C=C2,ClCCl
565.0,CC(C)(C)c1ccc2c(N(c3ccccc3)c3cccc4ccccc34)c3cc(C(C)(C)C)ccc3c(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)c2c1,C1CCOC1
746.0,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl
,Cc1ccc(N2c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)cc5)c5nccnc45)cc3C3CCCC32)cc1,ClCCl
399.0,Cc1cc(C)cc(N=C(O)c2sc(Br)nc2C)c1,CC#N
720.0,CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O
607.0,CCCCCCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,ClCCl
637.0,COc1ccc(-c2ccc3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)ccc2=C3c2c(Cl)cccc2Cl)cc1,Cc1ccccc1
,CCCCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(-c7ccc8c(c7)Sc7ccccc7N8CCCCCC)s6)=C5C(=O)N4CC(CC)CCCC)s3)ccc21,ClCCl
,S=c1c2ccccc2[nH]c2c(Cl)cccc12,CC(C)=O
,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl
527.0,F[B-]1(F)n2cccc2C(=C2C=CC(=[Br+])C=C2)c2cccn21,C1CCOC1
537.0,CCCCCCN(CCCCCC)c1ccc2cc3cc(C#N)ccc3cc2c1,CCCO
,C1CO1,C1COCCO1
609.0,CCCSC1=[N+]2C(=C(c3c(Cl)cccc3Cl)c3ccc(SCCC)n3[B-]2(F)F)C=C1,ClCCl
584.0,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl
,N#CC(C#N)=C1c2ccccc2-c2c1sc(N)c2C#N,CC(C)=O
,CCCN(N=Cc1ccc(N(c2ccccc2)c2ccc(C)cc2)cc1)c1ccc(C=C2SC(=S)N(CC(=O)O)C2=O)cc1,ClC(Cl)Cl
,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(C)=C4C=C)c(C)c3CCC(=O)OC,ClCCl
,CCOC(=O)c1c(-c2c(C)cc(C)cc2C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(c1c(C)cc(C)cc1C)=C5C)c(-c1c(C)cc(C)cc1C)c4C)C(c1c(C)cc(C)cc1C)=C3C,ClCCl
404.0,CCn1c(-c2ccc(OC)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(OC)cc1,CCOC(C)=O
555.0,COC(=O)c1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1,C1CCOC1
,FC(F)(F)c1ccc(Cc2nc3cc4ccccc4cc3[nH]2)cc1,CCO
,c1ccc(Cc2c(-c3ccccc3)cc(-c3ccccc3)nc2-c2ccccc2)cc1,C1COCCO1
,O=C1C=Cc2cc3cc(=C(O)NCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c(=O)oc3cc2=C1,O
476.0,CC(C)(C)N=C(O)c1ccc(C(O)=NC(C)(C)C)c2c1c1c3ccccc3c3ccccc3c1c1c3ccccc3c3ccccc3c21,ClCCl
510.7,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3cc3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CC#N
,CC1(C)c2ccccc2N(c2ccccc2)c2ccc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)cc21,C1CCOC1
405.0,CCN(CC)c1ccc2ccc(=O)oc2c1,CCOCC
,CN1C2=C(CC3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,CO
,Cc1cc(C)c(-c2c3nc(c(-c4ccc(CN)cc4)c4ccc([nH]4)c(-c4c(C)cc(C)cc4C)c4nc(c(-c5ccc(CN)cc5)c5ccc2[nH]5)C=C4)C=C3)c(C)c1,ClCCl
,COc1ccc(C(=O)NN=CC2c3oc(=O)c4ccccc4c3C(O)=C(C=NN=C(O)c3ccc(OC)cc3)C2O)cc1,CS(C)=O
,CN1C2=C(C(=O)CC(C)(C)C2)C(c2ccccc2)C2=C1CC(C)(C)CC2=O,ClCCl
,O=C(CCc1ccccc1)c1ccc(O)c(Cc2ccccc2)c1O,CO
,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C=C3C(=O)C(C5=S=C(C=C(C#N)C(=O)O)C=C5)=CC=C34)cc2)cc1,CN(C)C=O
532.0,CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCC3)cc21,CC#N
,Nc1ccc(Cc2ccc(N)cc2)cc1,CCOC(C)=O
,COc1ccc2c(c1)C(O)Oc1cc(C3OCC(C)(C)CO3)ccc1-2,ClCCl
538.0,COc1ccc2c(c1)c(C=O)c1c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)n12,CS(C)=O
,CCCCOc1ccc(-c2cc(=C3C=CC(=[O+]CCCC)C=C3)n3c2=Nc2c(-c4cccc(O)c4Cl)cc(-c4ccc(OCCCC)cc4)n2[B-]3(F)F)cc1,C1CCOC1
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(C(C)O)=C4C)c(C(C)=O)c3C,ClCCl
,COc1cc(OC)cc(-c2c3nc(c(-c4cc(OC)cc(OC)c4)c4ccc([nH]4)c(-c4cc(OC)cc(OC)c4)c4nc(c(-c5ccc(OCc6ccccc6)cc5)c5ccc2[nH]5)C=C4)C=C3)c1,CC(C)=O
672.0,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,C1CCOC1
,COc1cc2c(cc1OC)[C@@H]1CC=C[C@H](N(C)C)C1N=C2c1ccc(Cl)cc1Cl,CCO
545.0,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCOC(C)=O
,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1,C1CCCCC1
,CC(=O)OCCOCC[N+](CCOC(C)=O)=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,CC#N
444.0,COc1ccc(-c2csc(/C(C#N)=C\Nc3ccc(C#N)cc3)n2)cc1,CCO
,N#Cc1ccccc1Cc1c(N)[nH]c(=N)[nH]c1=N,CO
,Cc1c([N+](=O)[O-])ccc2oc3ccccc3c(=O)c12,CCO
,CCCC1C2=C(CCCC2=O)N(c2ccc(C)cc2)C2=C1C(=O)CCC2,ClC(Cl)Cl
,CCCCCCn1c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2c2cc(-c3ccc(/C=C(\C#N)C(=O)O)o3)ccc21,CN(C)C=O
512.0,COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3Cc2ccccc2)cc1,ClCCl
,CC(C)Oc1ccc(S(=O)(=O)Oc2c(F)cc3c(-c4ccccc4C(=O)O)c4cc(F)c(=O)c(F)c-4oc3c2F)c([N+](=O)[O-])c1,CC#N
,CCCCC(CC)COc1cc(OCCC(CC)CCC)cc(-c2ccc(N(c3ccc(-c4ccc(OCC(CC)CCCC)cc4OCC(CC)CCCC)cc3)c3ccc(-c4sc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)cc6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)c5c4OCCO5)cc3)cc2)c1,ClCCl
,O=C1C(=C(O)C=Cc2cc3c4c(c2)CCCN4CCC3)C(=O)c2ccccc21,C1CCOC1
557.0,Cc1cc(C=O)ccc1-c1ccc(N(C)C)cc1C,ClCCl
,O=C(O)CCCCCCCOc1cccc(Cc2nc3c(Cc4ccccc4)[nH]c(-c4ccccc4)cn-3c2=O)c1,CO
385.0,CCCCCCc1ccc(-[n+]2c3n(c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,Cc1ccccc1
440.0,CC(=O)c1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1
,O=C(O)c1cc(=O)c2ccccc2[nH]1,O
547.0,O=[N+]([O-])c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3C2CCCCC2)cc1,Cc1ccccc1
,COc1ccc2c(=O)c3ccccc3sc2c1,CCO
,Cc1cc2c(c3ccccc13)OC(NCc1ccccc1)C=C2,CC#N
504.0,CC1=C2C=CC(=[Cl+])N2[B-](F)(F)n2c(C)cc(C)c21,CO
,COc1cc(OC)c2c(=O)c3c(OC)c(OC)c(OC)c(OC)c3oc2c1,CO
530.0,Cc1c2ccccc2c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c2ccccc12,ClCCl
,CN(C)CCC=C1c2cc(O)ccc2Sc2ccc(Cl)cc21,CO
,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=c3c(c(=O)oc4ccccc34)=CC1=C2c1ccccc1,Cc1ccccc1
385.0,c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCCCCC
,COc1ccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4ccc(OC)c(OC)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)cc1OC,ClC(Cl)Cl
,COc1ccc2oc3cccc(OC)c3c(=O)c2c1OC,CO
,O[C@H]1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc([nH]4)c2-c2ccccc2)[C@@H](O)[C@H]3O)[C@H]1O,ClCCl
569.0,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc([N+](=O)[O-])cc3)ccc2-c2ccc(-c3ccc([N+](=O)[O-])cc3)cc21,CN(C)C=O
666.0,CCCCCCN1c2ccc(C=C3SC(SC)=C(SC)S3)cc2Sc2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc21,ClCCl
,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,CCO
668.0,CC(C)[Si](C#Cc1ccc(C#Cc2c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc23)cc1)(C(C)C)C(C)C,ClCCl
532.0,Cc1ccccc1Cc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(Cl)cccc1Cl,ClCCl
374.0,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClC(Cl)Cl
,CCCCCCOc1ccc(-c2ccc(-c3c(CC(CC)CCCC)c4cc(-c5ccc(OCCCCCC)cc5OCCCCCC)ccn4c3-c3ccc(/C=c4\s/c(=C5\SC(=S)N(CCCCCC)C5=O)n(CC(=O)O)c4=O)s3)cc2)c(OCCCCCC)c1,ClCCl
635.0,COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl
528.0,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC#N
,COc1cc(OC)c2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,CO
,C=CCN(C)c1ccc2sc3ccccc3c(=O)c2c1,C1CCOC1
738.0,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1OCCCC(=O)O,CS(C)=O
,CCCCCCCCN(CCCCCCCC)c1ccc(C#C/C2=c3\cc/c([nH]3)=C(\c3ccccc3)C3=N/C(=C(/C#Cc4ccc(C(=O)O)cc4)c4ccc([nH]4)/C(c4ccccc4)=C4\NC2CC4(C)C)CC3(C)C)cc1,C1CCOC1
413.0,c1ccc2c(c1)nc1c3ccccc3c3cccnc3n21,CC#N
,Cc1cccc(-c2c3nc(c(-c4cccc(C)c4)c4ccc([nH]4)c(-c4cccc(C)c4)c4nc(c(-c5cccc(C)c5)c5ccc2[nH]5)C(Br)=C4Br)C(Br)=C3Br)c1,ClCCl
613.0,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CC#N
,CCC1=C(CC)c2nc1cc1[nH]c(cc3nc(c(C=O)c4[nH]c(c2C=O)c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,ClCCl
,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(/C=C(/C#N)C(=O)O)s5)ccc43)cc21,CCO
521.5,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC=[N+]21,Cc1ccccc1
,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C2=C1C=CC(=[N+]2C=CN=C2)C=C1,CC(C)=O
,COCc1c(O)ccc(Cc2c(O)ccc(Cc3c(C)cccc3O)c2C)c1C,CO
,CC(C)(C)OC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(S(C)(=O)=O)cc4)cc3)N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,ClCCl
,CCC1(CC)c2ccccc2-n2c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3c3cccc1c32,C1CCOC1
446.0,CC(C)CNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO
,CCn1c2ccccc2c2c1c1c3ccccc3n(CC)c1c1c3cc(-c4ccc(C=C5SC(=S)N(CC(=O)O)C5=O)cc4)ccc3n(CC)c21,C1CCOC1
468.0,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,C1CCOC1
500.0,CCCCOc1c(-c2ccc(C=O)cc2)cc2cc(-c3ccc(C=O)cc3)c(OCCCC)c3c4c(OCCCC)c(-c5ccc(C=O)cc5)cc5cc(-c6ccc(C=O)cc6)c(OCCCC)c(c1c23)c54,ClCCl
473.0,COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,C1CCOC1
539.0,CCCCCCCCc1cc(-c2sc(-c3ccc4c(c3)C(C)(C)c3cc(C=C(C#N)C(=O)O)ccc3-4)cc2CCCCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1
,S=c1c2ccccc2oc2ccccc12,CC#N
,O=c1oc2cc(O)ccc2c2ccccc12,CN(C)C=O
,CCOC(=O)c1cc(C(=O)OC)c2ccc(-c3ccc(Br)cc3)nn12,CC#N
613.0,CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)c([N+]([O])=O)c3)c3ccccc23)cc1,C1CCOC1
,CCOC(=O)c1ccn2c(nc3ccccc32)c1-c1ccccc1,ClCCl
,N#Cc1sc2nc(Cc3ccccc3)c3c(c2c1N)CCCC3,C1COCCO1
364.0,c1ccc(-c2c3c(cc4c2-c2ccccc2C4)-c2ccccc2C3)cc1,C1CCCCC1
,S=c1oc(Cc2ccccc2Nc2c(Cl)cccc2Cl)nn1CNc1ccccc1Cl,CO
548.0,CC1=C(I)C(C)=[N+]2C1=C(C)c1c(C)c(I)c(C)n1[B-]2(F)F,ClCCl
459.0,c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,CC(C)=O
,Cc1cnc(N=C(O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,CO
,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)N5CCC[C@H]5C(=O)O[C@@H](C)C(O)=NCC5=CC(=O)C=CC5=O)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
,CCC1=C(C)C(=Cc2[nH]c(C)c(C(C3=C(C)C(=Cc4[nH]c(C)c(CC)c4C)N=C3C)c3ccccc3)c2C)N=C1C,c1ccncc1
498.0,CCN(CC)c1ccc2cc(-c3nc4cc(C(O)=Nc5ccccc5[N+](=O)[O-])ccc4o3)c(=O)oc2c1,ClCCl
,CCCCCCN1c2ccc(/C=C\c3ccc4c(c3)Sc3cc(/C=C(\C#N)C(=O)O)ccc3N4CCCCCC)cc2Sc2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,ClCCl
,COc1ccc(/C2=C3\C=CC(=N3)C(c3ccccc3)(c3ccc(OC)cc3)c3ccc([nH]3)C(c3ccccc3)(c3ccc(OC)cc3)C3=N/C(=C(/c4ccc(OC)cc4)c4ccc2[nH]4)C=C3)cc1,ClCCl
,Cc1cccc(-c2c3nc(c(-c4cccc(C)c4)c4ccc([nH]4)c(-c4cccc(C)c4)c4nc(c(-c5cccc(C)c5)c5ccc2[nH]5)C=C4)C=C3)c1,c1ccncc1
,CSC(=S)C(SC)=C1c2ccccc2Sc2ccccc21,ClC(Cl)(Cl)Cl
,O=Cc1ccc(C#Cc2cc3[nH]c2c(-c2ccccc2)c2nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c3-c3ccccc3)C=C4)C=C2)cc1,C1CCOC1
407.0,c1cc2ccc3ccc(-n4c5ccccc5c5ccccc54)c4ccc(c1)c2c34,CCCCCC
467.0,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1
414.0,CN(C)CCNCc1c2ccccc2cc2ccccc12,CN(C)C=O
585.0,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,O
,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,CO
,O=C1c2c(O)cc(O)c(Cc3ccc(O)cc3)c2OC(c2ccc(O)c(O)c2)C1O,CO
564.0,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(Cl)cc3Cl)cc2)cc1,CS(C)=O
,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,O
374.0,C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,Cc1ccccc1
,CCCCCCn1c(-c2ccc3c(c2)c2ccccc2n3CCCCCC)nc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2)c1-c1ccc(-c2ccc(/C=C(\C#N)C(=O)O)s2)cc1,C1CCOC1
516.0,CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C1COCCO1
,CC(=O)OC(C)CC1=C(O)C(=O)c2c(ccc3c(C)c(C)cc(C)c23)C1=O,CCOCC
,Cn1c(-c2ccc(-c3ccc(C=C(C#N)C(=O)O)cc3)cc2)nc2c(C3=S=CC=C3)sc(-c3cccs3)c21,C1CCOC1
533.0,c1cc2c([nH]c3c4[nH]c5sccc5c4c4nsnc4c23)s1,ClCCl
496.0,Cc1ccc(-c2cc(-c3ccc(N(C)C)cc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,ClC(Cl)Cl
,Cc1ccc(-c2nnc(-c3cc(-c4ccc(Cl)cc4)nn3Cc3ccc(C(C)(C)C)cc3)o2)cc1,ClCCl
434.0,COC(=O)c1ccc(N=C(O)c2ccc(N(C)C)cc2)cc1,C1CCCCC1
498.0,COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,C1COCCO1
,O=C(O)N1C(=O)/C(=C/c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)SC1=S,ClCCl
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(C(C)=O)=C4)c(CCC(=O)OC)c3C,ClC(Cl)Cl
545.0,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CS(C)=O
513.0,COc1ccc([Si](C)(C)[Si](C)(C)c2cc3n(c2)[B-](F)(F)[N+]2=CC=CC2=C3c2c(C)cc(C)cc2C)cc1,CC#N
,CCC1=C(CC)c2cc3[nH]c(c(CNCCCn4ccnc4)c4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(CC)=C4CC)c(CC)c3CC,ClCCl
558.0,O=P(c1ccccc1)(c1ccccc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,CO
473.0,O=C(O)CCCN=C(O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,Cc1ccccc1
405.0,Oc1cc(-c2ccco2)ccc1-c1nc2ccccc2s1,CCO
,Cc1cc(=O)c2c(O)c3c(cc2o1)C(=O)C(=O)C(Cl)=C3O,CO
506.0,N=C1NC(=Nc2ccccn2)c2cccc3cccc1c23,ClCCl
413.0,Cc1ccnc(-c2cc(/C=C/c3ccc(N4CCCC4)cc3)ccn2)c1,C1CCOC1
,COC(=O)C(C(=O)OC)c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccc(NC2CCCCC2)c([N+](=O)[O-])c1,ClCCl
516.5,Cc1cc(C)n2c1C(=c1ccc(=CC(Br)=[Br+])cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC
524.0,CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(OCc3cc(Oc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)cc(Oc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)c3)cc1)C2=O,CN(C)C=O
,c1ccc2nc3ccccc3cc2c1,CC(C)O
,CCn1c2ccccc2c2cc(C3=CC(c4ccccc4)=[N+]4C3=Nc3c(-c5ccc6c(c5)c5ccccc5n6CC)cc(-c5ccccc5)n3[B-]4(F)F)ccc21,CC#N
,BrC1=C(Br)c2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(Br)=C1Br,ClC(Cl)Cl
590.0,C[N+](C)=C1C=CC(=CC=C2C=CN(CCCCCCCCCCCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,CC(C)O
603.0,Cc1cc(C)c(B(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2c(C)cc(C)cc2C)c(C)c1,C1CCOC1
,CC(O)=Nc1ncc(-c2ccc(C(F)(F)F)cc2)nc1Cc1ccccc1,c1ccccc1
,CN=c1c2ccccc2[nH]c2ccccc12,CO
,COc1ccc2c(c1)c(=O)oc1cc(OC3CCCCC3=O)ccc12,CCO
,CC(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,CO
,CC(=O)C1=C(C)C(=Cc2[nH]c(C)c(C(C)=O)c2C)N=C1C,ClC(Cl)Cl
,Cc1cccc2c1ccc1cc(C(C)C)c(=O)oc12,CO
,Cc1c(O)c(O)c(O)c2oc3cc(O)cc(O)c3c(=O)c12,CO
,CN(C)c1ccc(-c2c(Br)c(-c3ccc(C(C)(C)C)cc3)c3n2[B-](F)(F)n2c(c(-c4ccc(C(C)(C)C)cc4)c(Br)c2=C2C=CC(=[N+](C)C)C=C2)=N3)cc1,C1CCOC1
649.0,CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,CCCCO
389.0,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CC#N
760.0,Cc1cc(C)c(C2=[N+]3C(=C(c4ccccc4)c4cc(Cl)c(-c5[nH]c(C)cc5C)n4[B-]3(F)F)C=C2Cl)[nH]1,ClCCl
421.0,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,C1CCCCC1
512.0,CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1
,c1ccc(-c2cnc3c(c2-c2ccccc2)CCc2ccccc2-3)cc1,ClC(Cl)Cl
498.0,CCn1c2ccccc2c2cc(C3=[O+][B-](F)(F)OC(c4ccc(OC)cc4)=C3)ccc21,C1CCOC1
