em,smiles,solvent
605.0,O=[N+]([O-])c1ccc(C2=S=C(c3ccc(-c4ccc([N+](=O)[O-])cc4)s3)C=C2)cc1,ClCCl
629.0,CCCCCCOc1ccc(-n2c3cc(C=C(C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)cc1,ClC(Cl)Cl
647.0,CC/N=c1\cc2oc3cc(NCC[NH3+])c4ccccc4c3nc-2cc1C,O
699.0,CCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,ClCCl
564.0,O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1
,CC(C)(C)C(O)=Nc1ccccc1-c1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc1[nH]4)CC3)C=C2,ClCCl
,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nc(CCC)n(C)c45)s3)cc2)cc1,Cc1ccccc1
391.0,c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccccc4)ccc2N3)cc1,C1CCOC1
505.0,CC(=O)O[B-]1(OC(C)=O)n2c(C)cc(C)c2C(C)=C2C(C)=CC(C)=[N+]21,CC(C)=O
512.0,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3C2CCCCC2)c(C)c1,CO
622.0,CCCCCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1,CCO
,COc1cc(O)c2c(=O)c(-c3ccccc3)c(C)oc2c1C(c1ccccc1)c1ccccc1,CO
562.0,CC(C)(C(=O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1)C(=O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Cc1ccccc1
463.0,CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CO
,Oc1ccc(Cc2cc(Oc3ccc(O)cc3)ccc2O)cc1,CO
,FC(F)(F)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,ClC(Cl)Cl
567.0,CCC1=C(C)C2=C(c3cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1
,CC[C@H](C)[C@@H](CCCCCCC/C=C/C=C/CCc1cc(O)cc(O)c1Cc1c(O)cc(C)oc1=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CO
,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc(o3)c2-c2ccccc2)C=C1,ClC(Cl)Cl
481.0,CCCCCCCCCCCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1,C1COCCO1
503.0,c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,CC(=O)O
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4CC(=O)OC)c(C)c3CCC(=O)OC,ClC(Cl)Cl
436.0,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,C1COCCO1
,CN(C)c1ccc(-c2cn3c(=O)c(Cc4ccc(O)cc4)nc-3c(Cc3ccccc3)[nH]2)cc1,CO
421.0,CC1(C)c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc21,ClCCl
560.0,CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n(c26)P1(=O)c1ccccc1)c3c45,CC(C)=O
531.0,COC1=C2C=C(Cl)C(=[Cl+])N2[B-](F)(F)n2c1cc(Cl)c2Cl,C1CCOC1
570.0,Cc1cc(/C=C/c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O
,Cc1ccc2c(c1)CC1=C(CC(C)(C)CC1=O)N2,CCO
,O=[N+]([O-])c1ccc(-c2cc(-c3cccnc3)nc3ccc4ccccc4c23)cc1,CCO
,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,CCO
553.0,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)C3CCCCC3)cc2)cc1,CS(C)=O
495.0,COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCOC1
438.0,COc1cccc2c1oc(=O)c1c(=O)oc3cc(O)ccc3c12,ClCCl
,CCCCCCCCOc1ccc(N(c2ccc(/C=c3\sc(=C(C#N)C#N)nc3O)cc2)c2ccc(OCCCCCCCC)cc2)cc1,ClCCl
,CCC(O)(CCc1cc(O)c2c(c1O)C(=O)c1c(O)cccc1C2=O)C(Cl)Cl,CO
,C=C(CCC=C(C)C)[C@@H](O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3cc(O)ccc3oc12,ClC(Cl)Cl
495.0,c1ccc(-c2nnc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)o2)cc1,Cc1ccccc1
,CCCCn1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc21,ClC(Cl)Cl
545.0,CCC1=C(C)C2=C(c3ccc(C#CC#Cc4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)n6c(C)c(CC)c(C)c65)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl
827.0,CN(C)c1ccc(C#Cc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)n3c(=c5ccc(=C=C=C6C=CC(=[N+](C)C)C=C6)cc5)cc(-c5ccccc5)c3=N4)cc2)cc1,Cc1ccccc1
640.0,CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,ClC(Cl)Cl
,CCOP(=O)(OCC)Oc1ccccc1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,ClCCl
,O=C1c2c(cccc2[N+](=O)[O-])C(=O)c2c(Nc3ccc(Br)cc3)c(Nc3ccc(Br)cc3)nc(-c3ccccn3)c21,ClC(Cl)Cl
591.0,CC(=O)OCOC(=O)CNC(CCCCN=C(O)CCc1ccc2n1[B-](F)(F)[N+]1=C(c3ccc[nH]3)C=CC1=C2)C(=O)OCOC(C)=O,O
475.0,CC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,CCO
,CC(O)=Nc1ccc(C=CC2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CC#N
412.0,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4cc(-c5cccs5)ccc4nc2C3(Cl)C1(OC)OC,CCCCCC
,CC(=O)N(Cc1ccc(OCCC=CC(=O)Oc2ccc(C(c3ccc(C(C)(C)C)cc3)(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)cc2)cc1)Cc1c2ccccc2cc2ccccc12,ClC(Cl)Cl
574.0,CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CC#N
,O=C1c2ccccc2C(=O)c2cc(O)c(O)cc21,O=S(=O)(O)O
470.0,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21,C1COCCO1
460.0,CCN(CC)c1ccc2cc(C#N)c(=N)oc2c1,ClCCl
560.0,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCCCCC
640.0,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4ccc(C=C(C#N)C(=O)O)s4)nc3OC)cc2)cc1,C1CCOC1
496.0,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)\c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,C1CCOC1
555.0,CCN(CCCN(C)C)c1ccc2c(-c3ccc4c(c3)OCO4)c3ccc(=[NH2+])cc-3oc2c1,O
,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CO
535.0,CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)OC)c(C)c(C)n1c2=O,CO
,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,ClC(Cl)Cl
523.0,CC1=CC(C)=[N+]2C1=C(C=O)c1c(C)cc(C)n1[B-]2(F)F,CCO
498.0,Oc1c(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)ccc2c1c1ccccc1n2-c1ccccc1,CC#N
,Cc1ccc(N=c2c3ccccc3[nH]c3ccccc23)nc1,C1COCCO1
,CCC1(CC)c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc(/C=C(/C#N)C(=O)O)s5)ccc3-4)cc2-c2ccc(C(c3ccccc3)c3ccccc3)cc21,C1CCOC1
,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(c2ccccn2)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,ClC(Cl)Cl
,N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccccc4)cc3)cc2)s1)C(=O)O,ClC(Cl)Cl
,COc1cc(O)c2c(O)c3c(cc2c1)CC(C)OC3=O,CO
499.0,CC1(C)CC(=O)c2c(F)c(F)cc(F)c2N1,CCO
603.0,Oc1cccc(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)c1,ClC(Cl)Cl
670.0,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(C=C(c4ccccc4)c4ccccc4)cc32)c(C)c1,C1CCOC1
,CCCCCCCCCCCCc1cc(-c2ccc(N3c4ccc(C=C(c5ccccc5)c5ccccc5)cc4C4C5CCC(C5)C43)cc2)sc1-c1cc2sc(/C=C(/C#N)C(=O)O)cc2s1,ClCCl
563.0,COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(/C=C/c2ccc(/C=C(\C#N)c3ccc(C(F)(F)F)cc3)cc2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1/C=C/c1ccc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)cc1,ClCCl
552.0,C(=C/N(c1ccccc1)c1ccccc1)\c1ccc(-c2cccc3nsnc23)cc1,Cc1ccccc1
,O=C(c1ccccc1)c1c(Cc2ccccc2)oc2ccccc2c1=O,CC#N
,COc1cc(-c2c3nc(c(-c4cc(OC)c(OC)c(OC)c4)c4ccc([nH]4)c(-c4cc(OC)c(OC)c(OC)c4)c4nc(c(-c5cc(OC)c(OC)c(OC)c5)c5ccc2[nH]5)C=C4)C=C3)cc(OC)c1OC,ClC(Cl)Cl
,COc1cccc2c1C(=O)C1=C(C2=O)[C@@H](O)[C@H](C)O[C@@H]1C,CCO
,C[C@H]1OC([n+]2cccc(C(=N)O)c2)[C@H](O)[C@@H]1O,CO
,Clc1cc(Cl)c(C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,C1CCCCC1
,CCCCCCc1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)C=C2,ClCCl
519.0,O=Cc1ccc(-c2[o+]c3c(-c4ccc(C=O)cc4)c(-c4ccc(C=O)cc4)c4cccc5ccc(c2-c2ccc(C=O)cc2)c3c54)cc1,ClCCl
529.0,CC(=O)c1ccn2c3c(c(-c4cccc(N(C)C)c4)c2c1)CN(CCN=C(O)OC(C)(C)C)C3=O,ClCCl
635.0,CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CN(C)C=O
644.0,CC(C)CCC[C@H](C)C1CCC2C3CC=C4CC(OC(=O)/C=C\c5ccc(C6=[N+]7C(=C(c8ccccc8)c8cccn8[B-]7(F)F)C=C6)[nH]5)CC[C@@]4(C)C3CC[C@]21C,ClCCl
548.0,CC1(C)c2ccccc2N(c2ccc(-c3nn4c([o+]3)-c3ccccc3O[B-]4(F)F)cc2)c2ccccc21,CN(C)C=O
,ClC1=C(Cl)c2nc1c(-c1ccc(Br)cc1)c1[nH]c(c(Cl)c1Cl)c(-c1ccc(Br)cc1)c1nc(c(-c3ccc(Br)cc3)c3[nH]c(c(Cl)c3Cl)c2-c2ccc(Br)cc2)C(Cl)=C1Cl,CC#N
,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])N(c2ccc3c(-c4ccccc4C(=O)[O-])c4ccc(N5C([2H])([2H])C([2H])([2H])OC([2H])([2H])C5([2H])[2H])cc4[o+]c3c2)C1([2H])[2H],O
454.0,Cc1ccc(-c2c3cc(N(C)C)ccc3nn2C)o1,ClCCl
505.0,CC(=O)O[B-]1(OC(C)=O)n2c(C)cc(C)c2C(C)=C2C(C)=CC(C)=[N+]21,CCO
,COc1ccc(C2C3=C(CC(C)(C)CC3=O)N(CCc3ccccc3)C3=C2C(=O)CC(C)(C)C3)cc1OC,CO
587.0,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C(=O)O)c(O)nc6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl
585.0,F[B-]1(F)n2c(/C=C/c3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC=[N+]21,C1CCOC1
485.0,CCCCC1(c2ccc(OC)cc2)Nc2ccccc2N=C1c1ccc(OC)cc1,CCCCCC
,CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=NNc1cc([N+](=O)[O-])ccc1O,C1CCOC1
606.0,Cc1cc(C)n2c1C=C1c3ccccc3C(c3c[nH]c4ccccc34)=[N+]1[B-]2(F)F,ClCCl
,[2H][C@@]12CCCC[C@H]1[C@@H]1C=CC=C[C@H]1C(=O)N2Cc1ccccc1,CCO
,CCOC(=O)C(CC1=C(Cl)[C](Cl)C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(Cl)=C1Cl)C(=O)OCC,C1CCCCC1
333.0,C[Si](C)(C)c1cccc2c(C#N)cccc12,C1CCCCC1
,CCOC(=O)c1cc(Cl)cc2sc3ccccc3c(=O)c12,ClC(Cl)Cl
,O=C(O)C(O)=CC(=O)c1cc(Cc2ccc(F)cc2F)cn(Cc2ccccc2F)c1=O,CO
586.0,CC(C)(C)OC(=O)CN1CCN(c2ccc3c(c2)Oc2cc(N4CCN(CC(=O)OC(C)(C)C)CC4)ccc2C3=C2C=CC(=[I+])C=C2)CC1,ClCCl
,CCCCCCc1cc(C=C(C#N)C(=O)O)sc1-c1ccc(C=C2c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3-c3cc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc32)s1,ClCCl
,CCC1(CC)c2ccccc2-c2ccc(C3=S=C(c4ccc(C)s4)c4ccccc43)cc21,ClCCl
,CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CO
,COc1cccc2c(=O)c3ccccc3n(CCCCl)c12,CO
,O=C1c2ccccc2C(=O)c2c(O)c(CBr)c(CBr)c(O)c21,CC#N
545.0,CC1=CC(C)(C)Nc2ccc3c(-c4ccc(CN5CCC6(CC5)OCCO6)cc4)c4ccc(=[NH2+])cc-4oc3c21,O
,C=CCc1ccc2c(c1O)C(=O)c1c(ccc(CC=C)c1O)C2=O,CO
447.0,CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)ccc21,ClCCl
,Cc1ccnc2c1C(=O)c1ccccc1C2=O,CCO
520.0,COc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(OC)c1,Cc1ccccc1
,Cc1ccccc1C1=C2C=CC(=[N+]3CCCC3)C=C2[Si](C)(C)c2cc(N3CCCC3)ccc21,CC#N
513.0,CCOC1=C(C)C2=C(c3cccc(OC)c3O)c3c(C)c(OCC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(C)=C4C)c(CCCl)c3C,ClCCl
,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/C=C4\C=Cc5ccccc5N4C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O
345.0,COC(=O)C(N=C(O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)c(OC)c(OC)c3)nc2c1,CC1CCCCC1
521.0,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,C1CCOC1
441.0,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CC#N
422.0,CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl
710.0,CCC1=[S+]C(=c2c(C)cc3n2[B-](F)(F)n2c(c(C=O)c(C)c2-c2ccc(CC)s2)C=3c2ccccc2)C=C1,ClCCl
562.0,c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3nsnc23)cc1,CC(C)=O
,CCC1=C(CC)c2cc3[nH]c(c(CC)c3CC)c(-c3cccc(O)c3)c3nc(cc4[nH]c(cc1n2)c(CC)c4CC)C(CC)=C3CC,ClCCl
,O=c1[nH]c(-c2ccccc2)cn2nc(-c3ccc(Cl)cc3)cc12,C1CCOC1
,CCCCCC(O)c1c(OC2OC(C(O)CO)C(O)C2O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,CO
,CCn1cc(Cc2ccc(Cl)cc2)c(=O)c(C(=O)O)c1,CCO
483.0,COC(=O)C(C)(C)C1Oc2ccc(Cl)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,ClCCl
385.0,CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,C1CCOC1
779.0,CC1(C)C(=CC=CC=CC=CC2=[N+](c3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(c2ccc(S(=O)(=O)[O-])cc2)c2ccc(S(=O)(=O)[O-])cc21,O
496.0,CN(C)c1ccc(C(=O)Nc2cccc(Br)c2)cc1,CC#N
,CCC1(C)C(=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)C(C)(CC)C3=O,ClCCl
435.0,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,ClC(Cl)Cl
,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(/C=C/c4ccccc4)[nH]3)=[N+]21,ClC(Cl)Cl
,COc1cc(OC(C)=O)c2c(=O)c3c(OC)c(OC)c(OC)c(OC)c3oc2c1,CCO
563.0,Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,CC#N
677.0,CCCCCCN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(C(=O)O)C3=O)ccc21,C1CCOC1
,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,ClC(Cl)Cl
552.0,CC1=[N+]2C(=C(C(=N)O)c3ccc(C)n3[B-]2(F)F)C=C1,CC(C)=O
523.0,N=c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3oc-2c1,CC#N
,c1ccc(-c2cc(-c3ccccc3)c3c([o+]2)-c2ccccc2CC3)cc1,CC#N
,C#Cc1ccc(C2=C3C(C)=C(CC)C(C)=[N+]3[B-](F)(F)n3c(C)c(CC)c(C)c32)cc1,CCOC(C)=O
,c1ccc(CNc2ccccc2)cc1,C1CCCCC1
,CC(=O)c1nc(-c2ccc(C)cc2)oc1C,ClCCl
537.0,CCC1(CC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc21,C1CCOC1
,CC(C)N(CC(O)Cn1c2ccccc2c(=O)c2cccc(Cl)c21)C(C)C,CCO
663.0,O=Cc1c(-c2ccccc2)c2n(c1-c1ccccc1)[B-](F)(F)[N+]1=C(c3ccccc3)C=C(c3ccccc3)C1=N2,ClCCl
,N#Cc1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CO
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(=O)[C@@]4(C)CC(=O)OC)C(=O)[C@@]3(C)CC(=O)OC,ClC(Cl)Cl
515.0,CCCCCCCCOc1ccc2c(c1)c(-c1ccc(C=C(C#N)C#N)cc1)nn2-c1ccccc1,Cc1ccccc1
,C(=C(c1nn[nH]n1)c1nn[nH]n1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCO
601.0,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO
,Cc1ccc(N2C3=C(C(=O)CCC3)C(C)C3=C2CCCC3=O)cc1,CC(C)=O
,CCc1cc2c3c4c(cc5c(Oc6c(C)cc(C)cc6C)ccc6c7c(-c8c(CC)n9c%10c8c8ccc(Oc%11c(C)cc(C)cc%11C)c%11cc%12c%13c(c%14cc(CC)n(c%14c%10c%13c%118)[B-]9(F)F)C=CC%12=[O+]c8c(C)cc(C)cc8C)c(CC)n8c7c(c4c56)c2n1[B-]8(F)F)C(=[O+]c1c(C)cc(C)cc1C)C=C3,CCCCCC
393.0,CN(C)c1ccc(-c2nc3ccncc3[nH]2)cc1,CCCO
558.0,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(C#N)cc3)C2=O)cc1,Cc1ccccc1
,CCCOc1ccc2sc3ccccc3c(=O)c2c1,CC(C)O
460.0,CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CCOC(C)=O
,F[B-]1(F)n2cccc2C(N2CCOCC2)=C2C=CC=[N+]21,CCOC(C)=O
365.0,COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,CC#N
,Cn1cc(C(=O)c2ccccc2Cc2ccccc2)c(=O)c2cc(F)ccc21,Cc1ccccc1
462.0,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CC(=O)N(C)C
,COc1ccc2nc3nc(O)c(C#N)cc3cc2c1,CC(C)=O
,CCN1CCN(c2ccc(/N=N/c3ccc(C(F)(F)F)cc3)cc2)CC1,CCOC(C)=O
,BrCCCCCCOc1ccc(-c2c3nc(c(-c4ccc(OCCCCCCBr)cc4)c4ccc([nH]4)c(-c4ccc(OCCCCCCBr)cc4)c4nc(c(-c5ccc(OCCCCCCBr)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl
,Cc1nn(C)c2nc3c(F)c(F)c(F)c(F)c3cc12,Cc1ccccc1
,CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/c1ccccc1)CCC3,CC#N
,CC1(C)CCC[C@@]2(C)[C@@H]3C[C@H](C4=CC(=O)OC4)OC(=O)C3=CC[C@H]12,CO
,CCCCCCCCc1ccc2c(c1O)c(=O)oc1ccccc12,CC#N
660.0,CCCCOc1ccc(-c2c3n(c4cc(=C5C=CC(=[O+]CCCC)C=C5)oc24)[B-](F)(F)N2C=c4c(-c5ccc(OCCCC)cc5)c5oc(=C6C=CC(=[O+]CCCC)C=C6)cc5n4[B-](F)(F)N2C=3)cc1,ClC(Cl)Cl
,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CO
581.0,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1Cl,CS(C)=O
,O=C(O)CN1C(=O)C(=Cc2ccc(-c3ccc4ccc5cccc6ccc3c4c56)o2)SC1=S,C1CCOC1
569.0,F[B-]1(F)n2c(cc3c4ccccc4[nH]c32)C(c2ccccc2)=C2C=CC=[N+]21,ClCCl
384.0,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)N=C(O)OC(C)(C)C,ClC(Cl)Cl
,FC(F)(F)c1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,C1CCOC1
522.0,F[B-]1(F)n2cccc2C(c2c3ccccc3c(-c3ccccc3)c3ccccc23)=C2C=CC=[N+]21,CCO
,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC#N
,CSC1=C2c3ccccc3CCC2OCC1=Cc1ccccc1,CC#N
390.0,OCC1O[C@@H](Cc2cc(O)cc(/C=C/c3ccc(O)c(O)c3)c2)[C@H](O)[C@@H](O)[C@@H]1O,CCO
,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OCCCO)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
472.0,CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,C1CCCCC1
,CCC1=C(C)C2=C(c3ccc(O)cc3)c3c(C)c(CC)c(C=Cc4ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc4)n3[B-](F)(F)[N+]2=C1C,C1COCCO1
,N#Cc1c(N)[nH]c(=N)c(C#N)c1-c1c2ccccc2cc2ccccc12,C1CCOC1
