smiles,solvent,ex (nm)
CCCCCCc1ccc(N2c3ccc(-c4ccc(-c5ccc(/C=C(/CN)C(=O)O)s5)s4)cc3Sc3cc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)ccc32)cc1,CN(C)C=O,436.0
O=C1NC(c2cccnc2)Nc2ccccc21,C(Cl)(Cl)Cl,332.0
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,CC#N,412.0
CCC1=C(C)C2=C(c3ccc([N+](=O)[O-])cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCC,530.0
F[B-]1(F)n2c(cc3c2CCCC3)C=C2C=C3CCCCC3=[N+]21,CCCCCC,545.0
O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,CO,466.0
COc1ccc(C(=O)OCc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,CCO,439.0
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CCOC(=O)C,435.0
CCN(CC)c1cc(F)c(C(=O)c2cc(F)c(N(CC)CC)cc2F)cc1F,CCO,369.0
COc1cc2cc(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)cc2cc1OC,C(Cl)(Cl)Cl,336.0
COC(=O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,C1CCOC1,400.0
c1ccc2c(c1)-c1cc(-n3c4ccccc4c4ccccc43)ccc1C21c2ccccc2-n2c3ccccc3c3cccc1c32,C(Cl)Cl,339.0
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCO,327.0
CN(C)c1ccc(CCc2cc(CN)c(CCc3ccccc3)cc2CN)cc1,C(Cl)(Cl)Cl,449.0
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C(Cl)Cl,387.0
CC(C)(C)OC(=O)N1CCN(c2ccc3c(c2)C(C)(C)c2cc(C=O)ccc2-3)CC1,C(Cl)(Cl)Cl,366.0
CCCCCC1=C2C(C)=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C)=[N+]2[B-](F)(F)n2c(C)c(-c3ccc(/C=C(\CN)C(=O)O)o3)c(C)c21,C(Cl)(Cl)Cl,556.0
N=c1oc2cc(O)ccc2cc1CN,CS(=O)C,355.0
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CCO,480.0
C=CCCCCCCCCCOP(=O)(OCCCCCCCCCC=C)Oc1ccc(C2=C3C(C)=C(CC)C(C)=[N+]3[B-](F)(F)n3c(C)c(CC)c(C)c32)cc1,CC1=CC=CC=C1,528.0
COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c(OC)c1C,CS(=O)C,565.0
O=[N+]([O-])c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([N+](=O)[O-])cc5)s4)s3)s2)cc1,CC1=CC=CC=C1,442.0
CC1=C/C(=C(\CN)c2cc[n+](C)cc2)Oc2cc(N3CCC3)ccc21,CC1=CC=CC=C1,563.0
CCn1c(NCCCOC)c(/N=N/c2ccccc2C(=O)O)c(C)c(CN)c1=O,CCO,419.0
CN(C)c1ccc(-c2ccc(/C=C/c3ccncn3)cc2)cc1,C(Cl)Cl,386.0
NN=Cc1c(O)ccc2ccccc12,CCO,304.0
Cc1ccc(S(=O)(=O)/N=c2/cc3ccc(F)cc3cn2-c2ccccc2)cc1,CC#N,443.0
Cc1ccc(C2=C3C=CC(CCc4ccccc4)=[N+]3[B-](F)(F)n3c(CCc4ccccc4)ccc32)cc1,CC1=CC=CC=C1,614.0
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,CC#N,385.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,O,403.0
CCCCC(CC)Cn1c2ccccc2c2cc(-c3cc4c(cc3F)-c3cc(F)c(-c5ccc6c(c5)c5ccccc5n6CC(CC)CCCC)cc3S4(=O)=O)ccc21,CC1=CC=CC=C1,377.0
O=S(=O)([O-])c1ccccc1/C=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccccc4S(=O)(=O)[O-])cc3)o2)cc1,C1CCOC1,346.0
CCCCn1c2cc(-c3ccc(-c4cnccn4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1COCCO1,402.0
CN(C)C(=O)/C=C/c1nc2c(c(=O)n(C)c(=O)n2C)n1C,C(Cl)Cl,348.0
CCC1=C(C)C2=C(c3ccc(O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C=O,CCOCC,525.0
CCCCCCCCCCCCOc1cc(/C2=C3\C=CC(=N3)/C(CCc3ccc(C(=O)O)cc3)=c3/cc/c4n3[Zn]n3c(ccc32)/C=C2/C=CC(=N2)/C=4c2cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,C1CCOC1,616.0
CCCCCCCCCCCCOc1cccc(OCCCCCCCCCCCC)c1/C1=C2\C=CC(=N2)/C(CCc2ccc(C(=O)O)s2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(CCc1ccc(N(C)C)cc1)=C1/C=CC(=N1)/C=3c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC,C1CCOC1,671.0
COC(=O)c1ccc2c(-c3ccccc3)c(-c3ccccc3)c3c4ccc(OC)cc4c(-c4ccccc4)c(-c4ccccc4)[n+]3c2c1,C(Cl)Cl,447.0
Cc1c(COC(=O)c2ccccc2Br)n2c(OCC(=O)c3ccccc3Br)c(C)c(=O)n2c1=O,CCO,382.0
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/C=C1\Sc2ccccc2N1CC,C(Cl)Cl,745.0
CCCCCCc1ccc2c(/C=N/c3cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)c3)c(O)ccc2c1,C(Cl)Cl,479.0
CCCCCCc1sc(-c2ccc3c(c2)Sc2cc(/C=C(\CN)C(=O)O)ccc2N3CCCCCC)c2c1OCCO2,C(Cl)Cl,466.0
CCN(CC)c1ccc(/N=N/c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,CCO,444.0
c1ccc2c(c1)ccc1ccccc12,C1CCCCC1,294.0
O=[N+]([O-])c1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C(Cl)(Cl)Cl,524.0
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cccs3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,C(Cl)Cl,530.0
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,518.0
Cc1cc(/C=C/c2c(F)cccc2Cl)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,552.0
CC1=C(c2ccc(C(C)(C)C)cc2)C2=Cc3c(CCc4ccccc4)c(C)c(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,560.0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CS(=O)C,373.0
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2ccc(-n3c(=O)c4ccc5c6ccc7c(=O)n(-c8ccc9c(c8)C(CCCCCCCCCC)(CCCCCCCCCC)c8cc(N(c%10ccccc%10)c%10ccccc%10)ccc8-9)c(=O)c8ccc(c9ccc(c3=O)c4c59)c6c78)cc21,C(Cl)Cl,527.0
Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c(C)c1,CS(=O)C,559.0
Cc1ccc(-n2c3ccccc3c3cc(C(=C(CN)CN)c4ccccc4)ccc32)cc1,CS(=O)C,453.0
Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)c(Cl)n1,CS(=O)C,432.0
COc1ccc2c(c1)CCc1c-2nc(N)c(CN)c1-c1ccc(Br)cc1,C1COCCO1,366.0
CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555.0
O=[N+]([O-])c1ccc(-c2sc(N3CCCCC3)nc2-c2ccccc2)s1,C(Cl)Cl,487.0
C[Si]1(c2ccccc2)C(c2ccc3c4ccccc4n(-c4ccccc4)c3c2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc2c3ccccc3n(-c3ccccc3)c2c1,C1CCOC1,398.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-n3c4cc(/C=C(\CN)C(=O)O)sc4c4sc(-c5ccc6c(c5)C5CCCC5N6c5ccc6c(c5)C(CCC)(CCC)c5c7c(c8c(c5-6)C(CCC)(CCC)c5ccccc5-8)C(CCC)(CCC)c5ccccc5-7)cc43)cc2)cc1,C(Cl)Cl,553.0
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1CCCCC1,414.0
c1ccc2cc(-c3cc(-c4nccs4)nc(-c4nccs4)c3)ccc2c1,CO,333.0
Oc1ccc(C2=C3C(c4ccccc4)=CC(c4ccc(Br)cc4)=[N+]3[B-](F)(F)n3c(-c4ccc(Br)cc4)cc(-c4ccccc4)c32)cc1,CCOC(=O)C,555.0
CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,CO,476.0
CC1=CC(C=Cc2ccc(N3CCCCC3)cc2)=[N+]2C1=C(c1c(C)cc(C)cc1C)c1c(C)cc(C=Cc3ccc(N4CCCCC4)cc3)n1[B-]2(F)F,CC1=CC=CC=C1,688.0
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,384.0
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc(N=[N+]=[N-])cc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc(N=[N+]=[N-])cc3)=C2)cc1,C(Cl)(Cl)Cl,710.0
F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=CC=[N+]21,C(Cl)Cl,498.0
Cc1cc(/C=C/c2ccccc2B(O)O)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,555.0
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,493.0
O=C(O)c1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C(=O)O)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C(=O)O)cc2)=C2/C=CC(=N2)/C=4c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,599.0
CCn1c(-c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,458.0
C(=Cc1cnccn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,C(Cl)Cl,440.0
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)C(F)(F)C(F)(F)F,CC1=CC=CC=C1,510.0
CN(C)c1ccc2c(c1)P(=O)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1,O,698.0
CCOC(=O)CCOc1ccccc1C(c1c(C)[nH]c2ccccc12)c1c(C)[nH]c2ccccc12,C1CCCCC1,291.0
O=[N+]([O-])c1ccc(-c2nc(/C=C/c3ccc(Cl)cc3)c(/C=C/c3ccc(Cl)cc3)[nH]2)cc1,C(Cl)Cl,425.0
COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CS(=O)C,292.0
COc1ccc(-c2cc(N3CCCCC3)c(CN)c3c2-c2cccc4cccc-3c24)cc1,O,430.0
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C(Cl)(Cl)Cl,387.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC#N,444.0
CCN(CC)c1ccc2cc(-c3csc(N)c3CN)c(=O)oc2c1,C(Cl)Cl,407.0
NCc1cc(-c2ccc(F)cc2)cnc1O,CC#N,355.0
Nc1ccc(C2=C3C=CC(n4cc(-c5ccccc5)nn4)=[N+]3[B-](F)(F)n3c2ccc3N2CCCCC2)cc1,C1CCCCC1,515.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C(Cl)Cl,437.0
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1CCCCC1,322.0
COc1ccc(/C=C(\C)c2nc3ccccc3o2)cc1,CO,325.0
Cc1ccc2nnn(-c3c(CN)c4c(N)ncnc4n3[C@H]3C[C@H](O)[C@@H](CO)O3)c2c1,CO,278.0
c1ccc(-c2oc3ccc4oc(-c5ccccc5)c(-c5ccccc5)c5ccc(c2-c2ccccc2)c3c45)cc1,C(Cl)Cl,490.0
COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,C1CCCCC1,587.0
COc1ccc2cc(/C=C/C3=C4CCc5ccccc5C4=[O+][B-](F)(F)O3)ccc2c1,C(Cl)Cl,479.0
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCCCCC(NC(C)=O)C(=O)OC)c4ccccc4c3nc-2cc1C,CCO,590.0
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCC3)cc21,CS(=O)C,386.0
CCn1cc(C=C(CN)CN)c2ccccc21,CO,400.0
O=[N+]([O-])c1ccc(CCc2ccc(CCc3ccc([N+](=O)[O-])cc3)s2)cc1,C(Cl)Cl,389.0
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,514.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CN(C)C=O,328.0
COc1ccc(CCc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CO,415.0
C1=C2B(Nc3ccccc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1C(c1ccccc1)=C2c1ccccc1,C(Cl)Cl,432.0
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CN(C)C=O,405.0
CC1(C)C2=CC(=[N+]3CC(F)(F)C3)C=CC2=C(c2ccccc2C(=O)[O-])c2ccc(N3CC(F)(F)C3)cc21,O,585.0
C=CCNc1c(F)c(F)c(C2=C3C=CC(=[NH+]CC=C)N3[B-](F)(F)n3cccc32)c(F)c1F,C(Cl)Cl,495.0
CCCCCCCCCCCCCCCCOC(=O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,334.0
Cc1ccc(C2=C3C=CC(N4CCCCC4)=[N+]3[B-](F)(F)n3c2ccc3N2CCCCC2)cc1,CO,572.0
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,471.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCOC(=O)C,324.0
O=c1c2ccc3c4c(NC5CCCCC5)cc5c(=O)n(C6CCCCC6)c(=O)c6ccc(c7c(NC8CCCCC8)cc(c(=O)n1C1CCCCC1)c2c37)c4c65,C(Cl)(Cl)Cl,703.0
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,O,379.0
COc1cc(OC)c2c(c1)c1c(c3ccc(C(C)(C)C)cc32)=[N+]2C(=Nc3c(-c4cc(OC)c(OC)c(OC)c4)c4c5cc(OC)cc(OC)c5c5cc(C(C)(C)C)ccc5c4n3[B-]2(F)F)C=1c1cc(OC)c(OC)c(OC)c1,CC1=CC=CC=C1,791.0
c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,C1CCOC1,399.0
CCCCn1c2ccccc2c2cc(-c3cc(-c4cccs4)n4c3N=C3C(c5ccc6c7ccccc7n(CCCC)c6c5)=CC(c5cccs5)=[N+]3[B-]4(F)F)ccc21,C(Cl)Cl,752.0
Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,CC(=O)C,394.0
CC(=O)Nc1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,CC1=CC=CC=C1,437.0
Cc1cc(C)n2c1C=C1c3ccccc3C(c3ccc[nH]3)=[N+]1[B-]2(F)F,CC#N,594.0
CCN(CC)c1ccc2ccc(=O)oc2c1,C1CCCCC1,355.0
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CC#N,462.0
Cc1ccc(-c2nc3nccc(-c4ccc(C)cc4)n3n2)cc1,C(Cl)Cl,317.0
CC1=CC(C=CC2=C(C)C3=C(c4ccccc4)c4c(C)cc(C)n4[B-](F)(F)[N+]3=C2C)=[O+][B-](F)(F)O1,C1CCOC1,547.0
c1ccc(-c2oc3c4c(cccc4c(-c4ccccc4)c4c5ccccc5c(-c5ccccc5)c(-c5ccccc5)[n+]34)c2-c2ccccc2)cc1,C(Cl)Cl,501.0
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,CO,333.0
CCN1c2cc3[o+]c(-c4ccccc4)cc(/C=C/C=C4\N(CCCCCC(=O)O)c5ccc(S(=O)(=O)[O-])cc5C4(C)C)c3cc2C(C)=CC1(C)C,CCO,675.0
CCCCCCc1cc(-c2ccc(N(c3ccc4c(c3)OCCO4)c3ccc4c(c3)OCCO4)cc2)sc1-c1ccc(/C=C(\CN)C(=O)O)cc1,C(Cl)Cl,457.0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,480.0
COC(=O)c1nc2cnc(N)nc2n1Cc1ccccc1,C1COCCO1,331.0
c1ccc(-c2cc3ccc4cc(-c5ccccn5)cc5ccc(c2)c3c45)nc1,CC1=CC=CC=C1,342.0
COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,C(Cl)Cl,340.0
COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CC(=O)C,369.0
C(=Cc1cc(-c2ccccn2)nc(-c2ccccn2)n1)c1ccc(C=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)cc1,C(Cl)Cl,460.0
NCC1=C(c2ccc(-c3cccs3)s2)CCC1,C1CCOC1,364.0
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CC#N,421.0
O=C1c2ccccc2-c2cnccc21,CCCCCC,394.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N(C)C)cc1)CCC3,C(Cl)Cl,689.0
CCC1(CC)c2cc(-c3ccc(/C=C(\CN)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc21,C1CCOC1,425.0
O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1,O,535.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C2(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c3ccccc3-c3ccccc32)cc1,C(Cl)Cl,430.0
Nc1cc(N)cc(-c2nc3ccccc3s2)c1,CCOC(=O)C,360.0
CCCCN1C(=O)C(=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,C(Cl)(Cl)Cl,559.0
CCCN(CCC)c1ccc2c(c1)OC1c3cc(C)ccc3CC1C21OC(=O)c2ccccc21,CCO,528.0
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC(=O)C,458.0
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC1=CC=CC=C1,418.0
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(CN)n3)ccc21,CCOC(=O)C,405.0
F[B-]1(F)N2C=CC=CC2=Nc2cccc[n+]21,CCO,385.0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C(Cl)Cl,341.0
C(=C/c1cc2ccccc2c2ccccc12)\c1cc2ccccc2c2ccccc12,C1CCOC1,340.0
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(CN)CN,CC(=O)C,440.0
CC(C)(C)c1ccc2c(c1)C(c1ccc(-n3c4ccccc4c4ccccc43)cc1)(c1ccc(-n3c4ccccc4c4ccccc43)cc1)c1cc(C(C)(C)C)ccc1-2,C(Cl)Cl,436.0
CCCCCCOc1ccc(N(c2ccc(-c3cc4c(s3)c3sc(/C=C(\CN)C(=O)O)cc3n4-c3ccc(OCCCCCC)cc3OCCCCCC)cc2)c2ccc3c(c2)sc2ccsc23)cc1,C(Cl)Cl,531.0
Cc1c2ccccc2c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c2ccccc12,CC#N,502.0
CC[NH+]=c1cc2oc3cc(NCCCO)c4cc5ccccc5cc4c3nc-2cc1C,O,640.0
Cc1ccc(-n2c3ccccc3c3cc(C(=C(CN)CN)c4ccccc4)ccc32)cc1,CC#N,445.0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1COCCO1,519.0
COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1,CCO,292.0
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,CC1=CC=CC=C1,462.0
CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)ncn2)cc1,C(Cl)Cl,378.0
C[Si]1(C)O[Si](C)(C)c2cc3nc4ccccc4c(-c4ccccc4)c3cc2[Si](C)(C)O1,C(Cl)Cl,368.0
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,CC#N,382.0
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2ccc3ccccc3n2)C(C)(C)c2ccccc21,CO,629.0
CCC/C=C/c1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C,CC#N,511.0
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,506.0
COc1ccc(-c2c3ccccc3c(CCc3ccccc3)c3ccccc23)cc1,C(Cl)Cl,411.0
CCCn1cccc1/C=C/C1=[N+]2C(=C(c3ccc(C(=O)OC)cc3)c3c(C)cc(/C=C/c4cccn4CCC)n3[B-]2(F)F)C(C)=C1,CN(C)C=O,695.0
O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CC#N,369.0
CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,C(Cl)Cl,606.0
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCOC(=O)C,347.0
CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1,CC(=O)C,415.0
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2n1,CC#N,390.0
C1=C(c2ccccc2)B(c2ccccc2)N2CCN3B(c4ccccc4)C(c4ccccc4)=Cc4ccc1c2c43,C(Cl)Cl,348.0
CC1=CC(C)=[N+]2C1=C(c1ccccc1OCc1c([N+](=O)[O-])cccc1[N+](=O)[O-])c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C,502.0
c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CS(=O)C,344.0
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(C=C(CN)C(=O)O)cc5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,528.0
O=c1cc(-c2cc(-c3cc4ccccc4oc3=O)nc(-c3cc4ccccc4oc3=O)c2)c2ccc3ccccc3c2o1,C1=CC=C(C=C1)Cl,350.0
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)cc21,C1CCOC1,484.0
CC1=CC(C)=[N+]2C1=C(c1ccncc1)c1c(C)c(SCN)c(C)n1[B-]2(F)F,CC#N,494.0
CCN(CC)c1ccc(/C=N/Nc2ccc(CN)cc2)c(O)c1,CC#N,382.0
CCCCCCn1c2ccccc2c2cc(-c3ccc(-n4c(/C=C(/CN)C(=O)O)ccc4/C=C/c4cc5cc(-c6ccc7c(c6)c6ccccc6n7CCCCCC)ccc5n4CCCC)cc3)ccc21,CCO,470.0
CCN(CC)OOSc1ccc(OC)c(N=Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c1,CCO,421.0
Nc1ccc(-c2ccc(N)cc2)cc1,CS(=O)C,292.0
CC[N+]1=c2cc3c(cc2C(C)=CC1(C)C)=Nc1cc2c(cc1O3)N(CCCC(=O)O)C(C)(C)C=C2CS(=O)(=O)O,O,699.0
F[B-]1(F)n2c(cc3ccc4ccccc4c32)C(c2ccc(I)cc2)=C2C=C3CCc4ccccc4C3=[N+]21,C(Cl)(Cl)Cl,634.0
C(=C/c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1)\c1ccncc1,CC#N,357.0
CO[Si](CCCSC(=O)c1ccccc1Cl)(OC)OC,C(Cl)(Cl)Cl,274.0
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,CCCCCC,362.0
NC/C(=C\c1cc2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2s1)C(=O)O,C(Cl)(Cl)Cl,493.0
