smiles,solvent,absorption_max,emission_max,quantum_yield,log(e/L mol-1 cm-1),emi_lifetime(ns),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),source
Cc1cc(=O)c2ccc(N)cc2o1,O,322,435,0.556900024,,,,,,,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)N=C(O)OC(C)(C)C,C1CCCCC1,340,362,0.939999998,,,,,,,fluodb
Cc1cc(C)n2c1C(=C1C=CC(=[N+](C)C)C=C1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,500,511,0.441,,,,,,,fluodb
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCOC(C)=O,345,398,0.300000012,,,,,,,fluodb
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,346,427,,,,,,,,fluodb
N#CC(=Cc1ccc(-c2ccc(C(=C3C=C(c4ccccc4)OC(c4ccccc4)=C3)c3ccc(-c4ccc(C=C(C#N)C(=O)O)cc4)cc3)cc2)cc1)C(=O)O,CCO,404,,,,,,,,,fluodb
CSc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(O)ccc23)cc1,O,500,530,,,,,,,,fluodb
N#Cc1cc2ccc(O)cc2oc1=O,O,355,410,,,,,,,,fluodb
Cc1c(COC(=O)c2ccc(I)cc2)n2c(OCC(=O)c3ccc(I)cc3)c(C)c(=O)n2c1=O,CCO,387,458,0.842000008,,,,,,,fluodb
CCCC1(CCC)c2cc(-c3cccc(Cc4ccc(/C=C/c5ccccc5)cc4)c3)ccc2-c2ccc(-c3cccc(Cc4ccc(/C=C/c5ccccc5)cc4)c3)cc21,C1CCCCC1,327,359,0.079999998,,,,,,,fluodb
O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(Cl)cc1Cl,CO,339,415,,,,,,,,fluodb
COc1ccc2c3c([nH]c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5[nH]c4n2[B-]1(F)F)C=3,ClCCl,610,627,0.239999995,,,,,,,fluodb
CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,C1CCCCC1,422,462,0.660000026,,,,,,,fluodb
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClC=C(Cl)Cl,327,386,,,,,,,,fluodb
CCCCCCc1c(/C=C(/C#N)C(=O)O)sc2c(CCCCCC)c(/C=C/c3sc4c(CCCCCC)c(-c5cc6ccc(N(c7ccc8c(c7)C(C)(C)c7ccccc7-8)c7ccc8c(c7)C(C)(C)c7ccccc7-8)cc6s5)sc4c3CCCCCC)sc12,C1CCOC1,490,,,,,,,,,fluodb
C=Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,502,527,0.004,,,,,,,fluodb
CCCCCCOc1ccc(N2c3ccccc3Sc3cc(-c4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5c4ccc(OCCCCCC)cc4)ccc32)cc1,ClCCl,495,662,,,,,,,,fluodb
C#CC[O+]=C1C=CC(=c2cc(-c3ccccc3)c3n2[B-](F)(F)n2c(-c4ccc(O)cc4)cc(-c4ccccc4)c2N=3)C=C1,ClC(Cl)Cl,680,708,0.370000005,,,,,,,fluodb
CCC1=C(C)C2=C(c3ccc(COC(C)=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,COC(C)=O,522,535,0.720000029,,,,,,,fluodb
F[B-]1(F)n2cccc2C(C#Cc2ccccc2)=C2C=CC=[N+]21,CO,539,553,0.587000012,,,,,,,fluodb
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CCCCCN1c2ccccc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,C1CCOC1,435,626,,,,,,,,fluodb
Cc1ccc(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,C1CCOC1,607,625,0.819999993,,,,,,,fluodb
CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21,CCOC(C)=O,422,521,0.469999999,,,,,,,fluodb
CC(C)(C)N=C(O)c1cccc2ccc3c4cc(Cl)ccc4c4ccc(Cl)cc4c3c12,ClCCl,335,,0.03,,,,,,,fluodb
COc1ccc(-c2c(C)c3n(c2C)[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3c2c(-c3ccccn3)nc3ccccn23)cc1,ClCCl,535,592,0.211899996,,,,,,,fluodb
[NH2+]=c1ccc2c(-c3ccc4c(c3)OCO4)c3c(cc4n3CCCCCC=C4)oc-2c1,O,535,575,,,,,,,,fluodb
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,343,415,,,,,,,,fluodb
CCCCCCCCCCCCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C1CCOC1,493,532,0.180000007,,,,,,,fluodb
Oc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CC#N,493.3,508.3,0.022,,,,,,,fluodb
CN(C)c1cc(-c2ccccc2)cc2cc(C#Cc3ccncc3)ccc12,ClCCl,345,526,0.720000029,,,,,,,fluodb
CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,ClCCl,300,460,0.689999998,,,,,,,fluodb
Cc1ccc(C2=C3C=CC(=[N+]4C=NC=N4)N3[B-](F)(F)n3c2ccc3-n2cncn2)cc1,ClCCl,540,559,0.689999998,,,,,,,fluodb
CCN(CC)c1ccc(C=Cc2sc3ccccc3[n+]2CCC([O])=O)cc1,CO,536,600,,,,,,,,fluodb
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,CS(C)=O,338,443,0.709999979,,,,,,,fluodb
CCn1c2ccc(N=Nc3nc4ccc([N+](=O)[O-])cc4s3)cc2c2cc(N=Nc3nc4ccc([N+](=O)[O-])cc4s3)ccc21,CN(C)C=O,499,,,,,,,,,fluodb
CC1=CC(=O)C(F)(F)c2cc(N3CCOCC3)cnc21,O,422,,,,,,,,,fluodb
Cc1cc(/C=C/c2ccc(C(F)(F)F)cc2C(F)(F)F)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,577,589.5,0.13,,,,,,,fluodb
CCCC1(CCC)c2ccccc2-c2c1c1c(c3c2C(CCC)(CCC)c2cc(N(c4ccc(/C=C/c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)c4ccc5c(c4)C(CCC)(CCC)c4c6c(c7c(c4-5)C(CCC)(CCC)c4ccccc4-7)Cc4ccccc4-6)ccc2-3)Cc2ccccc2-1,ClCCl,540,,,,,,,,,fluodb
CN(C)c1ccc2c(c1)C(C)(C)c1cc(C(=O)c3cn(C4CC(O)C(CO)O4)nn3)ccc1-2,CS(C)=O,405,592,0.529999971,,,,,,,fluodb
CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(N(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc4)c4nc(-c5ccc(OCCCCCCCC)cc5)c(-c5ccc(OCCCCCCCC)cc5)nc4c(-c4ccc(/C=C(\C#N)C(=O)O)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,ClCCl,638,,,,,,,,,fluodb
CC/N=c1\cc2oc3cc([NH2+]CCOC(=O)C(N=C(O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,590,652,0.25999999,,,,,,,fluodb
COc1ccc(-c2c(-c3cc(OC)cc(OC)c3)c(-c3ccc(OC)cc3)n3c2N=c2c(-c4ccc(OC)cc4)c(-c4cc(OC)cc(OC)c4)c(=C4C=CC(=[O+]C)C=C4)n2[B-]3(F)F)cc1,Cc1ccccc1,683,716,0.140000001,,,,,,,fluodb
COc1cc2c(cc1C=C(C#N)C#N)c1ccccc1n2C,ClC(Cl)Cl,430,474,0.004,,,,,,,fluodb
Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1,CS(C)=O,284,402,,,,,,,,fluodb
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,Cc1ccccc1,337,468,0.330000013,,,,,,,fluodb
Oc1c(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc2c3c1CCCN3CCC2,CO,365,465,0.300000012,,,,,,,fluodb
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC1COC(=O)O1,397,405,,,,,,,,fluodb
CN1C=CC(=CC=C2C=CC(=[N+](c3ccccc3)c3ccc(C=Cc4cc[n+](C)cn4)cc3)C=C2)N=C1,OCC(O)CO,560,685,0.026000001,,,,,,,fluodb
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CS(C)=O,394,484,0.75,,,,,,,fluodb
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1COCCO1,514,561,0.660000026,,,,,,,fluodb
CC1=N/C(=C\c2ccccc2N)C(=O)N1C,CO,424,454,0.002,,,,,,,fluodb
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CS(C)=O,352.5,563,0.085,,,,,,,fluodb
CN1C(=O)c2cccc3c(N4CCC4)ccc(c23)C1=O,CO,445,,,,,,,,,fluodb
CC(O)=Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,415,540,0.589999974,,,,,,,fluodb
Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,341,386,0.239999995,,,,,,,fluodb
Oc1c(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc2c3c1CCCN3CCC2,CCCCCC,364,406,0.479999989,,,,,,,fluodb
CN(C)c1ccc2c(-c3ccc(N=C=S)cc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1,CO,543,571,,,,,,,,fluodb
F[B-]1(F)n2cccc2C(NCc2ccccc2)=C2C=CC=[N+]21,C1CCCCC1,422,470,,,,,,,,fluodb
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)(Cl)Cl,465,580,0.430000007,,,,,,,fluodb
CCCCCC1c2c(C)c(-c3ccc(/C=C(/C#N)C(=O)O)s3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,ClC(Cl)Cl,536,,,,,,,,,fluodb
CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CC#N,405,510,,,,,,,,fluodb
[O-][n+]1c(/C=C/c2cc3cccc4c5cccc6cccc(c(c2)c34)c65)nc(N2CCOCC2)c2c1CCCC2,ClCCl,470,575,0.039999999,,,,,,,fluodb
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CC#N,352,436,0.280000001,,,,,,,fluodb
CCCCCCN1c2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc6c(c5)Sc5cc(/C=C(/C#N)C(=O)O)ccc5N6CCCCCC)cc4)cc3)cc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,C1CCOC1,449,,,,,,,,,fluodb
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1,C1CCCCC1,291,327,,,,,,,,fluodb
CCCCOc1c(C=C2C=Cc3ccccc3N2C)c(=O)c1=O,CCO,465,,,,,,,,,fluodb
O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1,O,535.5,640,0.001,,,,,,,fluodb
CCN(CC)c1ccc2cc3ccc(N(CC)CC)cc3[o+]c2c1,O,550,555,0.939999998,,,,,,,fluodb
CCN(CC)c1ccc(N2C=c3ccc4c5c(ccc4c3=[O+][B-]2(c2ccccc2)c2ccccc2)=CN(c2ccc([N+](=O)[O-])cc2)[B-](c2ccccc2)(c2ccccc2)[O+]=5)cc1,Cc1ccccc1,555,644,0.219999999,,,,,,,fluodb
Oc1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,384,386,,,,,,,,fluodb
O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c4ccc1c2c34,CN(C)C=O,398,405,,,,,,,,fluodb
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClCCl,479,534,0.071999997,,,,,,,fluodb
Cc1c(O)ccc(N=Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1O,CC(C)=O,408,,,,,,,,,fluodb
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)N=C(O)c2ccccc2)cc1,ClC(Cl)Cl,672,,,,,,,,,fluodb
CCSc1cc2c(cc1C=C(C#N)C(=O)O)Sc1ccccc1N2c1ccc(OC)cc1,ClCCl,492,649,,,,,,,,fluodb
COc1cc(/C=C/C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)cc(OC)c1OC,CS(C)=O,567,581,,,,,,,,fluodb
CC1=CSC2=NC(=C3C=CC(=[N+](C)C)C=C3)O[B-](F)(F)N12,C1CCOC1,405,453,0.99000001,,,,,,,fluodb
Cn1c(=O)c(/N=N/c2ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c(O)c2ccccc21,CO,452,539,,,,,,,,fluodb
CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,CC#N,338,463,0.230000004,,,,,,,fluodb
Cc1c(-c2nnc(-c3ccco3)o2)sc2sc(-c3nnc(-c4ccco4)o3)c(C)c12,CCO,359,,,,,,,,,fluodb
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC(C)CC(C)(C)C,364,378,0.310000002,,,,,,,fluodb
CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,C1CCOC1,447,662,0.01,,,,,,,fluodb
FC(F)(F)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)c3nsnc23)cc1,Cc1ccccc1,420,550,0.75,,,,,,,fluodb
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CN(C)C=O,374,434,0.870000005,,,,,,,fluodb
CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O,c1ccccc1,397,446,0.219999999,,,,,,,fluodb
CC(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,ClC(Cl)Cl,359,,,,,,,,,fluodb
CCCCn1c2ccccc2c2cc(C3=S=C(c4ccc(-c5ccc(C6=S=C(c7ccc8c(c7)c7ccccc7n8CC(C)CC)c7ccccc76)s5)s4)c4ccccc43)ccc21,ClCCl,492,,,,,,,,,fluodb
CCN1c2cc3c(cc2C(C)=CC1(C)C)C=c1cc2c(cc1C3(C)C)=[N+](CC)CC2,CCO,647,675,0.550000012,,,,,,,fluodb
Cc1cc(/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,Clc1ccccc1Cl,614,675,0.555999994,,,,,,,fluodb
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,C1CCOC1,424,556,,,,,,,,fluodb
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CCO,504,512,0.02,,,,,,,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CCCCCC,341,402,1,,,,,,,fluodb
CC(C)(C)c1ccc([N+](=C2C=CC(=c3ccc(=C4C=C(c5ccc(-c6ccc(C(=O)O)cc6)cc5)O[B-](F)(F)O4)cc3)C=C2)c2ccc(C(C)(C)C)cc2)cc1,CC#N,487,,,,,,,,,fluodb
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CO,447,583,0.01,,,,,,,fluodb
CCCCc1ccc(-c2c(-c3ccc(Br)cc3)c3n(c2-c2ccc(CCCC)cc2)[B-](F)(F)n2c(c(-c4ccc(Br)cc4)c(-c4ccc(CCCC)cc4)c2-c2ccc(CCCC)cc2)C3=C2C=CC(=[Br+])C=C2)cc1,ClCCl,591,635,0.26,,,,,,,fluodb
O=c1ccc(-c2cccc(Cl)c2)nn1-c1cnc2ccccc2c1,CS(C)=O,304,458,0.059999999,,,,,,,fluodb
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443,477,0.370000005,,,,,,,fluodb
FC(F)(F)c1ccc(/C=C2\C=C(c3ccccc3)C=C2c2ccccc2)cc1,C1CCOC1,450,516,,,,,,,,fluodb
FC(F)(F)c1ccnc(-c2cccc3ccccc23)c1,ClCCl,294,,,,,,,,,fluodb
COc1ccc(C2=C/C(=C\c3ccccc3)C(=O)O2)cc1OC,C1COCCO1,406,495,0.004,,,,,,,fluodb
CCN(CC)c1ccc2c(/C=C3/Sc4ccccc4N3C)cc(N(C)CCCC(=O)O)[o+]c2c1,CCO,478,518,,,,,,,,fluodb
F[B-]1(F)n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]21,CC#N,561,594,0.800000012,,,,,,,fluodb
O=Cc1ccc(-c2cccs2)s1,CC#N,350,425,0.023,,,,,,,fluodb
Cc1cc(C)c(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)c(C)c1,Cc1ccccc1,559,589,0.939999998,,,,,,,fluodb
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,390,535,0.589999974,,,,,,,fluodb
C[N+](C)=C1C=CC(=C2N=C3Sc4cc(-c5cccs5)ccc4N3[B-](F)(F)O2)C=C1,C1CCOC1,436,478,0.870000005,,,,,,,fluodb
Cc1ccc(-c2cc(-c3ccccc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,ClCCl,420,517,,,,,,,,fluodb
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,ClC(Cl)Cl,455,652,,,,,,,,fluodb
[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,OCC(F)(F)F,478,,,,,,,,,fluodb
CCc1nccnc1C(=O)C=Cc1ccc(OCc2ccccc2)cc1,CCO,250,,,,,,,,,fluodb
N#Cc1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1,ClC(Cl)Cl,399,,,,,,,,,fluodb
N#Cc1c(N)sc(N=NC2NC=C([N+](=O)[O-])S2)c1-c1ccc(Cl)cc1,CC(C)=O,582,,,,,,,,,fluodb
CCCCCCCC(CCCCCCC)N1C(=O)c2c(C#N)cc3c4cc(C#N)c5c6c(c(C#N)cc(c7cc(C#N)c(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,ClCCl,518,528,0.550000012,,,,,,,fluodb
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,CO,407,429,0.389999986,,,,,,,fluodb
c1ccc2c(c1)cc1c3cc4ccccc4c4cccc(c5cccc2c51)c43,Cc1ccccc1,430,458,,,,,,,,fluodb
CCN(CC)c1ccc(-c2ccc(-c3nc(=O)c4ccccc4[nH]3)s2)cc1,CC#N,404,541,0.280000001,,,,,,,fluodb
CCN(CC)c1cc2oc3cc(O)c(F)cc3c(=O)c2cc1F,CCO,379,438,,,,,,,,fluodb
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCO,402,,,,,,,,,fluodb
CN(C)c1ccc2c(-c3ccc(C4OCCCO4)cc3)c3ccc(=[NH2+])cc-3n(C)c2c1,O,490,545,,,,,,,,fluodb
COc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,365,453,0.49000001,,,,,,,fluodb
Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,CS(C)=O,587,599,0.75,,,,,,,fluodb
CCC1(CC)c2ccccc2-n2c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)cc4)cc3c3cccc1c32,C1CCOC1,367,,,,,,,,,fluodb
CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,CN(C)C=O,459,477,0.569999993,,,,,,,fluodb
Cc1ccc(-n2c(-c3cccc4cc[nH]c34)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,354,377,0.170000002,,,,,,,fluodb
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC(C)(C)O,345,410,,,,,,,,fluodb
COc1ccc(-n2cccc2)cc1,CC#N,252,327,0.330000013,,,,,,,fluodb
C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3cc(/C=C/C(=O)OC(C)(C)C)cc32)C=C1,ClCCl,536,572,0.13,,,,,,,fluodb
Cc1cc(C)c(C2=C3C=CC(NCc4ccccc4)=[N+]3[B-](F)(F)n3cc(Br)cc32)c(C)c1,ClCCl,492,531,0.660000026,,,,,,,fluodb
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CCCO,360,495,0.370000005,,,,,,,fluodb
CN1C=CC(=CC=C2C=CC(=O)C=C2)C=C1,CCCO,523,587,,,,,,,,fluodb
Cn1cc(C2=S=C(c3ccc(-c4ccc(C5=S=C(c6cn(C)c7ccccc67)c6ccccc65)s4)s3)c3ccccc32)c2ccccc21,ClCCl,620,,,,,,,,,fluodb
Oc1c(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc2c3c1CCCN3CCC2,C1CCOC1,367,439,0.430000007,,,,,,,fluodb
CCCCCCCC[O+]=C1C=CC(=c2c3c4n(c(=C5C=CC(=[O+]CCCCCCCC)C=C5)c3c3n2[B-](c2ccccc2)(c2ccccc2)N2C(=C3C#N)C=Cc3cc(C(C)(C)C)ccc32)[B-](c2ccccc2)(c2ccccc2)N2C(=C4C#N)C=Cc3cc(C(C)(C)C)ccc32)C=C1,ClC(Cl)Cl,819,831,0.53,,,,,,,fluodb
CN(C)c1ccc(C(=O)c2ccccc2)cc1,c1ccccc1,340,497,0.0067,,,,,,,fluodb
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)c4ccccc4)cc32)c(C)c1,ClCCl,515,517,0.090000004,,,,,,,fluodb
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCCCCC,581,592,0.550000012,,,,,,,fluodb
N#CC(=Cc1ccc(O)cc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,639,,,,,,,,,fluodb
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(OC)cc4)n3)ccc21,CN(C)C=O,369,414,0.680000007,,,,,,,fluodb
O=C(CCCc1ccc2ccc3cccc4ccc1c2c34)OC1C(=O)C=CC1=O,CO,340,376,,,,,,,,fluodb
CC1(C)C(C=C2C(=O)C(C=C3Cc4c(ccc5ccccc45)N3CCCCCC(=O)O)=C2[O-])=[N+](CCCCCC(=O)O)c2ccc3ccccc3c21,O,665,,,,,,,,,fluodb
CCCCOC(=O)/C(C#N)=C1\C(=O)C([O-])=C1C=C1N(C)c2ccccc2C1(C)C,CCO,462,,,,,,,,,fluodb
CCCCCCCC[N+](CCCCCCCC)=C1C=CC(=C2C(=O)C(C=C3Sc4ccccc4N3CC(=O)O)=C2O)C=C1,c1ccccc1,624,,,,,,,,,fluodb
COc1ccc(C(=O)COc2c(C)c(=O)n3c(=O)c(C)c(COC(=O)c4ccccc4Cl)n23)cc1,CCO,382,460,0.842000008,,,,,,,fluodb
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2oc(-c3cccc(COC)c3)cc2CCCC)c1,ClC(Cl)Cl,334,371,0.550000012,,,,,,,fluodb
CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c(=O)c7ccccc76)cc5c4cc3c2c1,ClC(Cl)Cl,396,409,0.391000003,,,,,,,fluodb
N#Cc1ccc(N)cc1,C1CCCCC1,283,323,0.129999995,,,,,,,fluodb
CCC1=C(C)C2=Cc3cc(Br)c(-c4ccc(-c5cccs5)s4)n3[B-](F)(F)[N+]2=C1C,CCCCCC,587,628,0.850000024,,,,,,,fluodb
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,Cc1ccccc1,301,489,,,,,,,,fluodb
CNc1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1N,O,495,519,,,,,,,,fluodb
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,ClC(Cl)Cl,426,578,0.639999986,,,,,,,fluodb
Cc1ccc2n1[B-](F)(F)n1c(C)ccc1C2=C1C=CC(=[N+](C)C)C=C1,CO,503.3,511,0.03,,,,,,,fluodb
CCCCCCc1cc2sc(-c3ccc4c(c3)c3cc(-c5cc6sc(CCCCCC)cc6s5)ccc3n4-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(/C=C(\C#N)c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)ccc3-4)cc2s1,ClCCl,474.4,601,,,,,,,,fluodb
Cc1ccc(C2=C3C=CC(=[O+]c4ccccc4Br)N3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC(C)=O,544,563,0.569999993,,,,,,,fluodb
COCCOCCOCCN1C(=O)C2=C(c3ccc(OC)cc3)N(CCOCCOCCOC)C(=O)C2=C1c1ccc(OC)cc1,ClCCl,475,527,0.680000007,,,,,,,fluodb
CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,Cc1ccccc1,362,434,0.022600001,,,,,,,fluodb
CC1=C2C=CC(=[Cl+])N2[B-](F)(F)n2c1cc1c2-c2ccccc2CC1,C1CCOC1,558,573,0.839999974,,,,,,,fluodb
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1OC,c1ccccc1,507,514,0.5,,,,,,,fluodb
