abs,em,plqy,k,smiles,solvent,solvent_num,tag,tag_name,Molecular_Weight,LogP,TPSA,Avg_Gasteiger_Charge,Double_Bond_Count,Ring_Count,unimol_plus,split
538.0,556.0,0.0099999997764825,,CC1=C(I)C(C)=[N+]2C1=C(c1ccncc1)c1c(C)c(I)c(C)n1[B-]2(F)F,CO,1,5,BODIPY,576.9630000000002,5.296240000000003,20.83,-0.025251399,14,4,1.147651,train
736.0,740.0,,110200.0,O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,CS(C)=O,7,7,Porphyrin,670.766,7.706400000000007,150.42000000000002,-0.05324326,36,7,2.5259857,train
370.0,433.0,,,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7oc8ccccc8c7c6)ccc54)cc3)n2)cc1,Cc1ccccc1,6,3,Carbazole,640.7460000000002,11.536099999999982,56.74,-0.035430651,54,10,4.3673077,test
452.0,510.0,,,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1S,C1CCCCC1,10,13,6n6,288.37499999999994,4.575980000000003,36.68,-0.038110283,18,3,4.266077,train
322.0,,,30900.0,Fc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,ClC(Cl)Cl,3,13,6n6,377.46200000000016,6.418900000000006,12.89,-0.035040582,24,6,4.330492,test
392.0,415.0,0.949999988079071,41300.0,CC(=O)OC[C@@H]1O[C@H](n2cnc3c4[n+](cnc32)CC2=CN(C)C(C)=NC2=N4)[C@@H](O)[C@H]1O,CC#N,4,10,5p6,428.42900000000014,-0.8076,138.54,-0.021620812,14,5,3.4817932,train
525.0,,,,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4sc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nccnc45)s3)cc2)cc1,ClC(Cl)Cl,3,6,Triphenylamine,895.2290000000003,15.755279999999964,108.57,-0.041919451,40,7,3.6036,train
552.0,586.0,0.2899999916553497,,C[O+]=C1C=CC(=C2c3ccc(-c4ccccc4)n3[B-](F)(F)n3c2ccc3-c2ccccc2)C=C1,ClC(Cl)Cl,3,5,BODIPY,450.29700000000014,6.370500000000004,21.16,-0.046066417,26,6,3.2000356,valid
375.0,472.0,0.8999999761581421,,COc1ccc(-c2c3cc(C(C)=O)ccc3nn2C)o1,ClCCl,0,10,5p6,270.288,3.044500000000001,57.26,-0.038347125,16,3,3.522293,train
584.0,637.0,0.4799999892711639,11400.0,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,C1CCOC1,5,5,BODIPY,394.23300000000006,5.515920000000004,7.939999999999999,-0.029847821,27,7,2.5797834,train
389.0,411.0,0.8199999928474426,,CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,Cc1ccccc1,6,3,Carbazole,544.6580000000002,7.540400000000007,44.870000000000005,-0.035845033,36,7,3.6161485,test
358.0,436.0,0.0900000035762786,31700.0,N#Cc1ccc(/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,3,11,6p6,348.40900000000005,5.415480000000003,61.6,-0.042992337,24,4,3.4958498,train
790.0,,,,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=C1N(c2ccccc2)c2ccccc2N1c1ccccc1,Cc1ccccc1,6,10,5p6,666.6060000000002,9.119099999999998,179.04000000000002,-0.028679463,37,7,3.12716,test
379.0,,,,N#Cc1ccc(-n2c3ccccc3c3cc(/C=C/C(=O)O)ccc32)cc1,CC#N,4,3,Carbazole,338.36600000000004,4.753180000000004,66.02,-0.043447104,23,4,3.9202447,train
474.0,613.0,,,CCCCCCCCCCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5CCCCCCCCCCCC)c4nn(CCCCCCCC)nc34)ccc21,CCO,2,9,Acridines,1057.5719999999983,20.164580000000004,98.28,-0.04242359,36,8,3.6767704,train
,,,46144.0,COC(=O)c1ccc2c3c(ccc2c1)OC(c1ccc(F)cc1)(c1ccc(F)cc1)C(C#C[Si](C)(C)C)=C3,CC#N,4,2,Coumarin,524.6390000000002,7.505000000000006,35.53,-0.033796125,25,5,3.581729,train
374.0,435.0,0.6800000071525574,43652.0,Cc1cc(C)c(B(c2ccc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,6,8,PAHs,618.633,9.57002,28.68,-0.040103153,44,8,3.518424,train
,,,24000.0,Cc1cc2cc3nc(cc4cc(C)c(cc5nc(cc1[nH]2)C(=O)C5(C)C1O[C@H](C)[C@H](O)C[C@H]1O)[nH]4)C(=O)C3(C)C1O[C@H](C)[C@H](O)C[C@H]1O,CO,1,7,Porphyrin,658.7520000000003,3.011240000000001,190.88,-0.055776877,24,7,2.009974,valid
,,,239882.0,CCOC(=O)C1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CC)C(C)=C4C(=O)OCC)c(C)c3CC,ClCCl,0,7,Porphyrin,566.7020000000002,7.044040000000008,109.96000000000002,-0.03912923,26,5,1.8899187,valid
,,,85113.80469,CCCCCc1c2nc(c(CCCCC)c3ccc([nH]3)c(-c3ccc(C(=O)OC)cc3)c3nc(c(-c4ccc(C(=O)OC)cc4)c4ccc1[nH]4)C=C3)C=C2,CN(C)C=O,9,7,Porphyrin,718.8980000000001,11.028199999999991,109.96,-0.043365436,38,7,2.2086835,valid
364.0,443.0,,,CN(C)c1cc2c(cc1F)c(=O)c1cc(F)c(N3CCCCC3)cc1n2C,CCO,2,9,Acridines,371.4310000000002,4.026200000000003,28.480000000000004,-0.038614976,17,4,3.9357626,train
360.0,491.0,0.2599999904632568,,CCn1c2ccc(/C=C/c3ccc4c(c3)c3cc(-c5nc6ccccc6s5)ccc3n4CC)cc2c2cc(-c3nc4ccccc4s3)ccc21,CC#N,4,3,Carbazole,680.9020000000002,12.66599999999998,35.64,-0.03487972,51,10,5.165864,valid
330.0,402.0,,16218.0,COc1ccc(-n2nc(C#N)c(=NC3CCCCC3)[nH]2)cc1,ClC(Cl)Cl,3,12,5n6,297.362,2.31408,78.99000000000001,-0.044788219,12,3,3.535642,valid
374.0,497.0,0.3400000035762787,8614.0,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1CCOC1,5,4,Cyanine,388.4670000000001,3.884100000000004,58.64,-0.044806989,16,4,2.8035564,test
530.0,570.0,,,CN(C)c1ccc2c(-c3ccc(CN4CCC5(CC4)OCCO5)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,8,13,6n6,470.5930000000002,3.2693000000000003,63.67,-0.041553431,22,6,3.3660972,train
,,,20417.0,COc1cc(O)c(OC)c2c1C(=O)c1c(O)cc(C)cc1C2=O,CO,1,9,Acridines,314.29300000000006,2.19882,93.06,-0.055290282,14,3,3.6254773,train
,,,4.010000228881836,COC1=CC(=O)[C@]2(O)C(=O)c3c(O)cc(C)cc3O[C@@]2(C)[C@@H]1O,CO,1,9,Acridines,320.297,0.2394199999999999,113.29,-0.059097391,9,3,4.566227,train
493.0,,,,O=C1NC(c2ccccc2)=C2C(=O)OC(c3ccc(Br)cc3)=C12,CS(C)=O,7,4,Cyanine,368.186,3.2581000000000016,55.400000000000006,-0.031990951,16,4,2.733712,valid
269.0,,,15400.0,N=c1[nH]c2ccc(Br)cc2s1,CC#N,4,10,5p6,229.102,2.4713700000000003,39.64,-0.050213831,11,2,5.0611863,train
,,,6026.0,Cc1ccc(-c2sc(-c3ccccc3)cc2Cc2ccccc2)cc1,CC#N,4,12,5n6,340.49100000000004,6.981320000000006,0.0,-0.043883449,23,4,4.2727656,train
290.0,,,,CCCC[C@H](CC)COc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(OC[C@@H](CC)CCCC)cc4)ccc2N3[C@H]2C=CC(c3ccc(C(=O)O)cc3)=CC2)cc1,C1CCOC1,5,9,Acridines,806.1250000000003,14.923999999999966,59.0,-0.04763373,33,7,4.250038,train
,,,61659.5,COc1cc(C)c(C2(O)c3ccccc3Oc3ccccc32)c(C)c1,CC#N,4,9,Acridines,332.39900000000006,4.701940000000003,38.69,-0.04884831,18,4,5.053447,train
702.0,,,,COc1ccc(-c2cc(-c3ccc(C[N+](C)(C)C)cc3)c3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)cc(-c4ccc(C[N+](C)(C)C)cc4)c2=N3)cc1,ClCCl,0,5,BODIPY,701.6709999999998,6.758600000000008,42.75,-0.033900637,33,7,4.3064995,train
,,,39811.0,CC(=O)Oc1c(C(c2ccccc2)c2ccccc2)c(O)c2c(=O)cc(-c3ccccc3)oc2c1C(c1ccccc1)c1ccccc1,CO,1,11,6p6,628.7240000000004,9.4513,76.74000000000001,-0.044171829,43,7,3.9236727,train
,,,34500.0,Fc1c(F)c(F)c(-c2ccccc2-c2ccccn2)c(F)c1F,CC#N,4,13,6n6,321.24800000000005,5.111100000000003,12.89,-0.022844236,18,3,4.1604085,train
470.0,555.0,0.3400000035762787,,CCn1c2ccccc2oc2c(C#N)c3oc4ccccc4oc3c(C#N)c21,ClC(Cl)Cl,3,15,Benz,367.3640000000001,5.767560000000003,91.93,-0.024524247,26,5,3.2053468,train
532.0,596.0,0.0399999991059303,,CCC1=C(C)C2=Cc3c(-c4cccs4)c(Br)c(Br)n3[B-](F)(F)[N+]2=C1C,ClCCl,0,5,BODIPY,488.0040000000001,6.532300000000005,7.939999999999999,-0.02368944,13,4,3.2754307,train
323.0,401.0,0.7799999713897705,36500.0,Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)c(C)cc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,9,10,5p6,490.6100000000002,8.724040000000002,57.36,-0.043223829,38,7,4.1360044,train
397.0,,0.875,,CN(C)c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,CS(C)=O,7,13,6n6,265.356,3.871400000000003,20.31,-0.045545016,13,3,3.5723479,train
430.0,514.0,0.6110000014305115,23000.0,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,7,12,5n6,558.7470000000002,9.54468,64.33,-0.043609046,26,5,2.4739046,test
608.0,628.0,0.02,66069.3,COc1cc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cc(OC)c(OC)c(OC)c5)c(-c5cc(OC)c(OC)c(OC)c5)n4[B-](F)(F)[N+]3=C2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,CC#N,4,5,BODIPY,974.86,10.445259999999998,118.70000000000005,-0.048682828,38,8,4.249578,test
,,,6166.0,c1ccc(C(c2ccccc2)c2nc3ccccc3c3ccccc23)cc1,c1ccccc1,15,11,6p6,345.445,6.5682000000000045,12.89,-0.043470012,28,5,4.5099163,test
288.0,368.0,,,COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,CO,1,12,5n6,296.345,4.303840000000004,27.05,-0.040768721,17,3,4.558174,valid
705.0,749.0,0.3199999928474426,68700.0,C#CCn1c2ccccc2c2cc(/C=C/c3c(Cl)c(C)c4n3[B-](F)(F)n3c(/C=C/c5ccc6c(c5)c5ccccc5n6CC#C)c(Cl)c(C)c3C4=C3C=CC(=[I+])C=C3)ccc21,CS(C)=O,7,3,Carbazole,949.4789999999998,9.774239999999994,19.72,,46,10,4.2498956,train
292.0,481.0,0.0199999995529651,,CN(C)c1ccc(C#N)cc1,CC#N,4,15,Benz,146.19299999999998,1.62428,27.03,-0.048190474,6,1,4.9022093,valid
474.0,,,,CCCCCCCCn1c2c(c3ccccc31)=c1c(c3ccccc3n1CCCCCCCC)=c1c(c3cc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)ccc3n1CCCCCCCC)=c1c=2c2ccccc2n1CCCCCCCC,ClCCl,0,10,5p6,1168.715,21.85730000000002,80.81,-0.04154851,56,11,3.6988668,valid
,,,6900.0,Nc1ccc2c(c1)/C(=C\C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,CC#N,4,13,6n6,435.57000000000016,7.715500000000006,26.02,-0.051518777,31,6,3.6568165,train
510.0,517.0,0.7300000190734863,,CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,c1ccccc1,15,5,BODIPY,248.085,3.115440000000002,7.939999999999999,-0.031320374,8,3,3.2819414,train
,,,181970.0781,CC(C)(C)c1cc(-c2c3nc(c(NCCO)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,ClC(Cl)Cl,3,7,Porphyrin,746.0560000000002,12.583799999999982,89.62,-0.049045145,36,7,3.9114356,test
,,,8430.0,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,O,8,9,Acridines,240.214,1.8732,74.60000000000001,-0.053870903,14,3,3.484684,train
428.0,,,,O=C1C=C(Nc2cccc(F)c2F)C(=O)c2ccccc21,CCCCCC,11,4,Cyanine,285.249,3.339800000000001,46.17,-0.032322007,15,3,3.063022,train
,,,6100.0,CC(C)(C)c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=N/C2=C(/c2ccc(C(C)(C)C)cc2)c2[nH]c(-c3ccccc3)c(-c3ccccc3)c2-c2ccc(C(C)(C)C)cc2)cc1,ClCCl,0,12,5n6,845.187,16.78149999999997,28.15,-0.043334397,50,9,3.8148305,test
446.0,,,,N#C/C(=C/c1ccc2c(c1)C1(c3cc(/C=C(\C#N)C(=O)O)ccc3-c3ccc(N(c4ccccc4)c4ccccc4)cc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2)C(=O)O,Cc1ccccc1,6,6,Triphenylamine,840.9390000000001,12.952859999999978,128.66,-0.042297853,52,10,4.2501187,train
,,,181970.0,BrC1=C(Br)c2nc1c(-c1ccccc1)c1[nH]c(c(Br)c1Br)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(Br)c3Br)c2-c2ccccc2)C(Br)=C1Br,Clc1ccccc1Cl,51,7,Porphyrin,1245.9199999999996,17.264,57.36,-0.028286915,48,9,4.156865,train
,,,33700.0,C[O+]=C1C=CC2=C3OC(c4ccccc4)=CC(c4ccccc4)=C3CCC2=C1,CC#N,4,11,6p6,365.45200000000017,5.790200000000005,20.53,-0.015739681,18,5,3.0317135,test
437.0,540.0,0.9800000190734864,,CN(C)c1ccc2cc3c(c(C=O)c2c1)CCC3,ClCCl,0,8,PAHs,239.318,3.2070000000000016,20.31,-0.045590912,12,3,3.5454326,train
560.0,594.0,0.0099999997764825,,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(/C=C/C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)c(C)n1[B-]2(F)F,CC#N,4,5,BODIPY,544.1660000000003,7.254440000000007,28.47,-0.031487702,23,6,2.4478502,train
525.0,543.0,,94189.0,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,CCO,2,9,Acridines,647.8950000000001,7.018600000000003,87.74,-0.033428032,23,4,2.9534097,train
649.0,664.0,,,CCN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccc(Cl)cc4C3(C)C)C2=O)Sc2ccccc21,ClC(Cl)Cl,3,0,SquaricAcid,463.0020000000002,4.943100000000005,46.38,-0.037756009,17,5,2.568893,test
,447.0,0.1700000017881393,,ClC(Cl)=C1c2ccccc2C(C2(Cl)c3ccccc3C(=C(Cl)Cl)c3ccccc32)c2ccccc21,CCO,2,9,Acridines,554.7310000000002,10.016899999999993,0.0,-0.029810966,26,6,4.5344553,train
394.0,,,,c1ccc(N(c2ccccc2)c2ccc3c(c2)[nH]c2cc(-c4ccc(-c5ccncc5)s4)ccc23)cc1,C1COCCO1,13,3,Carbazole,493.63500000000016,9.581399999999997,31.92,-0.043480351,38,7,3.2486205,train
,,,29331.0,Sc1nnc(Cc2ccccc2Nc2c(Cl)cccc2Cl)o1,CO,1,12,5n6,352.2460000000001,4.999500000000001,50.95,-0.036587807,17,3,4.881239,train
,,,4.090000152587891,COC(=O)c1ccc2c(=O)c3c(O)cc(CCO)cc3oc2c1O,CO,1,9,Acridines,330.29200000000003,1.6787999999999996,117.20000000000002,-0.059935106,18,3,3.8871284,train
511.0,,,,CCc1ccc2n1[B-](F)(F)n1c(CC)ccc1C2=C1C=CC(=[N+](c2ccccc2)c2ccccc2)C=C1,CO,1,5,BODIPY,491.3940000000001,7.402600000000007,12.87,-0.039063703,26,6,3.3779309,train
754.0,,,,CCc1c(C)c2n(c1/C=C/c1ccc(N(C)C)cc1)[B-](F)(F)n1c(/C=C/c3ccc(N(C)C)cc3)c(CC)c(C)c1C2=C1C(F)=C(F)C(=[F+])C(F)=C1F,ClCCl,0,5,BODIPY,732.5970000000001,10.426839999999991,16.34,,28,6,3.9839876,train
,,,5.0,CC1=S=C(c2cc(=C=C=c3ccc(=C4c5c(C)cc(C)n5[B-](F)(F)n5c(C)cc(C)c54)cc3)sc2=C2C=CC(C)=[S+]2)C=C1,C1CCOC1,5,5,BODIPY,622.6400000000002,4.9003800000000055,9.86,-0.028866097,31,7,2.555677,valid
463.0,665.0,0.1000000014901161,17200.0,CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,ClC(Cl)Cl,3,3,Carbazole,647.8880000000001,11.548359999999985,61.74,-0.034811032,30,6,3.1778452,train
532.0,546.0,0.04,4.9,COc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1OC,C1CCOC1,5,5,BODIPY,636.027,5.918440000000005,26.4,-0.031901282,14,4,1.6483834,test
,,,4.449999809265137,Cc1c(Br)c(C)n2c1C(=C1C(=[Br+])C(Br)=C(N)C(Br)=C1Br)c1c(C)c(Br)c(C)n1[B-]2(F)F,CN(C)C=O,9,5,BODIPY,812.574,7.236480000000005,35.879999999999995,,14,4,3.3141732,test
,508.0,,,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C#N)cc3)c(C#Cc3ccc(C#N)cc3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1,c1ccccc1,15,13,6n6,783.0759999999996,11.842359999999983,54.06,-0.037696615,30,5,4.249857,train
,,,40100.0,CN1C=C2CCCC(/C=C3\C=C([N+](=O)[O-])C=CC3=O)=C2c2ccccc21,CN(C)C=O,9,4,Cyanine,346.3860000000001,4.183700000000004,63.45,-0.035527722,13,4,2.2523885,train
407.0,477.0,,,CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,c1ccccc1,15,13,6n6,251.329,3.6487000000000025,20.31,-0.051102513,14,2,3.4625788,test
,,,4.329999923706055,CC(C)C(=O)c1c(O)c(Cc2c(O)c(C(=O)C(C)C)c(O)c(C(=O)C(C)C)c2O)c(O)c(C(=O)C(C)C)c1O,ClC(Cl)Cl,3,13,6n6,544.5970000000003,4.8658000000000055,189.66,-0.065538223,16,2,4.3509536,test
511.0,530.0,0.88,36182.6,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,ClCCl,0,5,BODIPY,317.107,2.6078800000000006,32.6,-0.029684543,21,5,2.9627872,test
643.0,,,,Cc1ccc(C2=C3C=CC(/C=C/c4c5ccccc5cc5ccccc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c5ccccc5cc5ccccc45)ccc32)cc1,ClCCl,0,5,BODIPY,686.6140000000001,12.31211999999998,7.939999999999999,-0.037570222,48,10,4.2498913,train
,,,45372.0,C[Si](C)(C)CCSc1ccc(C(c2ccc(SCC[Si](C)(C)C)cc2)(c2ccc(SCC[Si](C)(C)C)cc2)c2ccc(-c3ccc(-c4ccc(C#N)cc4)cc3)cc2)cc1,ClCCl,0,13,6n6,894.553,16.565879999999964,23.79,-0.040381418,36,6,3.630467,test
433.0,,,,CCCCCCCCCCCCn1c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc21,ClCCl,0,3,Carbazole,790.1299999999999,15.127579999999964,70.94999999999999,-0.041237909,37,7,4.250025,test
,,,85255.0,CC(C)=CCOc1cc(O)c2c(=O)c3ccccc3oc2c1CC=C(C)C,CCO,2,9,Acridines,364.4410000000002,5.505500000000003,59.67,-0.047801043,19,3,4.396819,train
,,,177828.0,CCCCc1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccc(N)cc3)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,ClCCl,0,7,Porphyrin,609.7770000000003,10.581399999999997,83.38,-0.048555082,42,8,1.9842837,test
,,,9120.099609,O=C(Oc1c(Cc2ccccc2)c(=O)n(-c2ccccc2)c2ccccc12)c1ccccc1,CCO,2,2,Coumarin,431.4910000000001,5.800700000000004,48.3,-0.038401009,31,5,4.2892113,train
730.0,,,,N#C/C(=C\C1=[S+]C(=c2ccc3n2[B-](F)(F)n2c(ccc2-c2ccc(/C=C(\C#N)c4ccncc4)s2)C=3c2ccc(/C=C(\C#N)c3ccncc3)s2)C=C1)c1ccncc1,ClCCl,0,5,BODIPY,822.76,8.264840000000005,119.9,-0.029522891,45,9,4.250206,train
,554.0,0.25,,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CO,1,8,PAHs,402.4970000000002,6.721780000000005,47.260000000000005,-0.043797428,23,6,3.4900472,train
471.5,610.0,,,CCCCCCCCn1c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)cc2c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc21,C1CCOC1,5,3,Carbazole,798.0490000000002,13.05215999999998,127.11,-0.038347102,39,7,3.6415582,test
363.0,526.0,0.2599999904632568,,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CCCCCCCCCCCO,68,1,Naphthalimide,545.7200000000003,8.438000000000006,65.07,-0.044571267,19,4,3.4960234,test
591.0,,,,c1ccc(N(c2ccccc2)c2ccc(C3=S=C(c4cccs4)c4cc5ccccc5cc43)cc2)cc1,ClCCl,0,6,Triphenylamine,509.6990000000002,9.255499999999996,3.24,-0.039611801,36,7,2.9332302,train
498.0,,,,CC1(C)OC(=O)C(=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)C(=O)O1,ClCCl,0,13,6n6,400.4300000000001,4.7877000000000045,61.83,-0.035734981,18,4,2.9046652,train
,,,173780.0781,Nc1c2nc(cc3ccc(cc4nc(cc5ccc1[nH]5)C=C4)[nH]3)C=C2,CC(C)=O,12,7,Porphyrin,325.37499999999994,4.237800000000002,83.38,-0.054519156,24,5,1.7654095,train
373.0,424.0,,,CN(C)c1ccc(/C=C2\CCCC2=O)cc1,Cc1ccccc1,6,12,5n6,215.296,2.889000000000001,20.31,-0.048768758,8,2,3.7092545,train
475.0,521.0,0.5799999833106995,,CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1COCCO1,13,2,Coumarin,486.5680000000003,5.487900000000006,83.97000000000001,-0.0372188,26,4,3.1740322,test
509.0,529.0,0.0070000002160668,,F[B-]1(F)n2cccc2C(c2c3ccccc3c(-c3ccccc3)c3ccccc23)=C2C=CC=[N+]21,Cc1ccccc1,6,5,BODIPY,444.2930000000001,7.110300000000005,7.939999999999999,-0.038010279,30,7,2.9678526,train
,,,4.420000076293945,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(C=Cc4ccc(C(C)(C)C)cc4)cc32)c(C)c1,CC#N,4,5,BODIPY,468.40000000000026,7.530060000000008,7.939999999999999,-0.039599102,21,5,2.9177206,train
387.0,516.0,,,CN(C)c1ccc2c(c1)C(=O)N=C2O,CC(C)(C)O,39,10,5p6,190.202,1.211,52.900000000000006,-0.05439165,8,2,3.7279944,train
342.0,330.0,,,O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,CS(C)=O,7,13,6n6,285.259,2.0643,104.83,-0.052058795,15,2,3.316366,test
364.0,425.0,0.8399999737739563,15136.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccccc4)ccc(c23)C1=O,ClCCl,0,1,Naphthalimide,449.5500000000002,7.679500000000005,46.61,-0.034657723,25,5,3.9290555,train
565.0,584.0,0.5099999904632568,,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(/C=C/N(C)C)ccc32)c(C)c1,CCCCCC,11,5,BODIPY,379.26300000000015,4.594460000000004,11.18,-0.042837377,15,4,2.9849057,train
,,,29600.0,CCN(CC)c1ccc2c(c1)P(=O)(c1ccccc1)C1=CC(=O)C=CC1=C2c1c(OC)cccc1OC,Cc1ccccc1,6,13,6n6,511.5580000000003,5.702200000000006,55.84,-0.044423988,23,5,2.7301266,test
448.0,634.0,,,CCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,ClCCl,0,9,Acridines,432.57000000000016,6.809480000000005,64.33,-0.040422701,19,4,2.5821893,train
664.0,,,,CCN1C(=O)C(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,ClCCl,0,10,5p6,741.9600000000002,7.188300000000008,82.85000000000001,-0.03944094,36,8,4.6039457,valid
430.0,516.0,0.0399999991059303,,CN(C)CCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(O)cc1)C2=O,CC#N,4,1,Naphthalimide,375.4280000000001,3.319500000000001,72.88,-0.052070732,19,4,3.5698767,train
,,,5.320000171661377,Nc1cc2c(CCl)cc(=O)oc2c2ccccc12,O,8,2,Coumarin,259.692,3.2672000000000008,56.23,-0.04421909,17,3,3.376466,train
349.0,357.0,0.1000000014901161,,CCCCn1c2ccc(C#N)cc2c2cc(C#N)ccc21,ClCCl,0,3,Carbazole,273.339,4.337960000000003,52.51,-0.031607377,15,3,4.6010623,train
,,,14600.0,CC(O)=Nc1ncc(-c2ccc(C(F)(F)F)cc2)nc1Cc1ccccc1,CO,1,13,6n6,371.3620000000001,5.361100000000004,58.370000000000005,-0.041487456,19,3,4.331705,train
520.0,534.0,0.8700000047683716,96000.0,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCC(C)C,70,5,BODIPY,318.22,4.848140000000005,7.939999999999999,-0.030872809,8,3,3.25509,valid
577.0,606.0,0.34,50118.7,CCOCCOCCOC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OCCOCCOCC)cn3[B-](F)(F)[N+]2=C1,ClCCl,0,5,BODIPY,682.5700000000002,5.194360000000006,97.46000000000002,-0.04852021,18,4,3.9754267,train
