abs,em,plqy,k,smiles,solvent,solvent_num,tag,tag_name,Molecular_Weight,LogP,TPSA,Avg_Gasteiger_Charge,Double_Bond_Count,Ring_Count,unimol_plus,split
475,532,0.129999995,,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,c1ccccc1,15,12,5n6,372.512,5.2047,23.55,-0.051307835,16,3,2.9519472,train
500,590,0.125,35000,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CCOC(C)=O,14,2,Coumarin,512.613,7.28116,85.96,-0.034563637,29,5,2.7784643,train
530,555,,,CCN(CCCN(C)C)c1ccc2c(-c3cccc(OC)c3)c3ccc(=[NH2+])cc-3oc2c1,O,8,15,Benz,430.572,3.651,54.44,-0.04379791,22,4,3.2730403,train
615,636,0.790000021,89125,Cc1cc(C)n2c1C=C1c3ccccc3C(c3[nH]c4ccccc4c3C)=[N+]1[B-]2(F)F,Cc1ccccc1,6,5,BODIPY,399.253,5.49256,23.73,-0.035395518,23,6,2.8885071,train
301,447,0.119000003,,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CC#N,4,12,5n6,690.669,6.8892,172.14,-0.039372949,39,7,3.6817515,train
466,522,0.033199999,,CCN(CC)c1ccc2n1[B-](F)(F)[N+]1=C(C(C)=O)C=CC1=C2c1c(C)cc(C)cc1C,OCCO,30,5,BODIPY,423.316,4.86756,28.25,-0.035067327,15,4,3.0829399,train
438,614,0.25999999,,CC(C)(C)c1cc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3cccc4c3-n-2-c(c1)c(-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c4=C1C=CC(=[N+](c2ccccc2)c2ccccc2)C=C1,ClCCl,0,6,Triphenylamine,1233.596,23.8525,15.97,-0.032406006,86,16,3.7232013,train
480,569,0.200000003,8300,CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,O,8,5,BODIPY,395.649,5.2976,12.87,-0.030317333,18,6,3.1455953,train
440,,,,CCN(CC)c1ccc2cc(C3=NN(C(C)=O)C(c4ccccc4)C3)c(=O)oc2c1,CCO,2,2,Coumarin,403.482,4.3368,66.12,-0.038304936,20,4,3.2390509,train
560,588,,,N#CSC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-]2(F)F)C=C1,CCCCCC,11,5,BODIPY,467.335,4.08866,67.99,-0.029971305,14,5,3.2490451,train
564,,,,CCCCCCCCN(CCCCCCCC)c1ccc2c3ccc4c5c(ccc(c6cccc1c62)c53)C(=O)OC4=O,CS(C)=O,7,8,PAHs,561.766,10.5752,46.61,-0.036892952,26,6,2.898372,test
491,,,,CCCCCCOc1ccc(N2C3C4SC(c5ccc(N(c6ccccc6)c6ccccc6)cc5)C(CCCCCC)C4SC3C3SC4C(CCCCCC)C(c5ccc(/C=C(/C#N)C(=O)O)c6nsnc56)SC4C32)cc1,ClCCl,0,6,Triphenylamine,1120.655,17.52358,102.58,-0.042524684,36,11,3.6560965,train
392,,,,N#C/C(=C/c1ccc2c(c1)C1(c3cc(/C=C(\C#N)C(=O)O)ccc3-c3ccc(N(c4ccccc4)c4ccccc4)cc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2)C(=O)O,CC#N,4,6,Triphenylamine,840.939,12.95286,128.66,-0.042297853,52,10,4.2501187,test
386,484,0.720000029,,CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,ClCCl,0,3,Carbazole,514.632,7.5318,35.64,-0.035272095,36,7,3.5755858,train
588,607,0.660000026,124200,C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)n3c(C)cc(C)c3C4=C3C=CC(=[I+])C=C3)ccc21,ClC(Cl)Cl,3,3,Carbazole,665.334,4.86436,14.79,,30,7,2.8953238,test
506,520,0.341,,Cc1ccc2n1[B-](F)(F)n1c(C)ccc1C2=C1C=CC(=[N+]2CCCCC2)C=C1,CCCCCC,11,5,BODIPY,379.263,4.55614,12.87,-0.046427151,14,5,3.281421,valid
507,612,,67000,CCCCCCCCCCCCCCCC[N+](CCCCCCCCCCCCCCCC)=C1C=CC(=CC=C2C=CN(Cc3cc(CN4C=CC(=CC=C5C=CC(=[N+](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C5)C=C4)cc(CN4C=CC(=CC=C5C=CC(=[N+](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C5)C=C4)c3)C=C2)C=C1,CCCCO,18,4,Cyanine,2052.522,44.4003,18.75,-0.038548472,27,7,4.249578,train
431,518,0.006,10233,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)N=C(O)OC(C)(C)C)ccc12,C1CCOC1,5,9,Acridines,667.78,7.98642,124.63,-0.041324266,31,5,3.2406867,train
340,403,,,COc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(OC)n2)cc1,CC(C)=O,12,13,6n6,330.387,4.6129,55.14,-0.042408664,18,3,4.0486283,train
596,605,0.949999988,,COc1ccc(C2=[O+]c3cc4n(c3=C2)[B-](F)(F)n2c(C)cc(C)c2C=4)c(OC)c1,ClC(Cl)Cl,3,5,BODIPY,396.202,2.76284,39.62,-0.036328351,19,5,2.8005085,train
539,,,,CCN(CC)c1ccc(N2C=c3ccc4c5c(ccc4c3=[O+][B-]2(c2ccccc2)c2ccccc2)=CN(c2ccc([N+](=O)[O-])cc2)[B-](c2ccccc2)(c2ccccc2)[O+]=5)cc1,CC#N,4,8,PAHs,810.572,5.8534,75.46,-0.04039624,52,10,3.861501,train
357,410,0.600000024,28700,CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(C)C)cc21,C1CCCCC1,10,13,6n6,334.539,3.98768,27.03,-0.041104928,12,3,3.7982683,train
512,549,0.039999999,9000,CCC1=C(C)C2=C(C)c3c(I)c(I)c(I)n3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,25,5,BODIPY,639.8,5.4827,7.94,-0.018404736,8,3,2.5867727,test
368,461,0.437999994,9300,COc1ccc2ccc3oc(=O)c(C)nc3c2c1,c1ccccc1,15,2,Coumarin,241.246,2.65822,52.33,-0.034207242,17,3,3.7145708,train
351,422,0.0471,,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,CCOC(C)=O,14,2,Coumarin,316.356,4.83362,39.44,-0.039185744,23,4,4.008683,train
476,,,,CCCOc1c(C=C(c2ccccc2)c2ccccc2)cc2c3ccccc3n(CCC)c2c1C=C(c1ccccc1)c1ccccc1,C1CCOC1,5,3,Carbazole,623.84,12.1711,14.16,-0.04561796,41,7,3.854546,train
383,448,0.76,,CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,C1COCCO1,13,6,Triphenylamine,710.018,14.1398,20.31,-0.041975172,31,6,4.761233,train
413,,,16100,CCC1=C(C)C(=O)n2c1cc1c(C)c(CC(=O)OC)c(C)n1c2=O,CC(C)=O,12,15,Benz,328.368,2.27064,69.78,-0.031046953,14,3,3.203306,train
401,,,,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,ClCCl,0,2,Coumarin,285.265,3.658,33.45,-0.030584635,12,2,3.7096255,train
383.730011,427.8699951,0.25,18400,C#CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4cc(C)cc(C)c4[nH]3)c21,ClC(Cl)Cl,3,10,5p6,408.461,4.76944,72.8,-0.039813437,26,5,3.9207022,test
420,,,24200,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,ClCCl,0,8,PAHs,432.527,7.10948,65.09,-0.040681528,27,5,2.7494602,test
321,415,0.012,,COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CS(C)=O,7,13,6n6,389.498,6.2884,22.12,-0.040616239,24,6,4.1649127,train
505,562,0.25,,CCC1=C(C)C2=C(c3ccc(OC)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C=O,ClCCl,0,5,BODIPY,424.3,5.06414,34.24,-0.035446669,15,4,3.0550961,valid
534,558,0.430000007,,CCC1=C(C)C2=C(c3ccc(OCCOCCOCCOC)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C=O,C1CCCCC1,10,5,BODIPY,556.459,5.11394,61.93,-0.044917996,15,4,3.1371448,train
501,527,0.007,,CN(C)c1ccc(-c2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc(-c3ccc(N(C)C)cc3)c2)cc1,C1CCOC1,5,5,BODIPY,506.409,6.6029,14.42,-0.045436785,26,6,3.308916,train
392,,,,CC(C)(C)c1ccc(-c2sc(-c3ccc(C(C)(C)C)cc3)c3[nH]c(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)nc23)cc1,C1CCOC1,5,12,5n6,641.862,10.94048,89.77,-0.040063227,34,6,2.4690154,valid
685,,,,CCCCCCCCn1nc2c(-c3ccc(C(=O)O)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3cccc4c3C3C5CCC(C5)C3N4c3ccccc3)c2n1,ClCCl,0,10,5p6,815.034,13.135,97.03,-0.040286193,46,11,4.249578,test
736,738,,,O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,CS(C)=O,7,7,Porphyrin,614.658,6.146,150.42,-0.052936321,36,7,2.625781,train
398,,,,Cc1ccc2c(C=Cc3cn(C)c4ccccc34)cc(=O)oc2c1,ClC(Cl)Cl,3,2,Coumarin,315.372,4.76352,35.14,-0.03939174,23,4,3.4385128,train
294,434,,62300,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CO,1,3,Carbazole,246.313,4.48614,28.68,-0.043165757,20,4,3.8701642,test
342,452,,,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,O,8,13,6n6,269.344,4.28022,52.82,-0.066091573,13,2,3.9412444,valid
610,725,0.01,,C[N+]1=C(C=CC2=C3Oc4c(cc(F)c(N5CCOCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,2,2,Coumarin,489.586,6.2776,24.71,-0.016382354,16,6,2.8014817,train
377,576,0.108999997,52400,CN1C(=CC=c2ccc(=CC=C3N=c4ccccc4=[NH+]3)cc2)N(C)c2ccccc21,CC#N,4,10,5p6,391.498,0.5502,32.81,-0.020571773,24,5,2.6984115,train
615,,,,CCN1C(=CC=C2CCC/C(=C\C=C3\N(CC)c4ccccc4C3(C)C)C2=[NH+]CCC(=O)O)C(C)(C)c2ccccc21,CC#N,4,4,Cyanine,564.794,6.4226,57.75,-0.038565861,18,5,4.171828,train
544,,,,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4ccc5c(c4)c4c6c(c7ccccc7n6CC(CC)CCCC)c6c(c7ccccc7n6CC(CC)CCCC)c4n5CC(CC)CCCC)s3)c3nsnc23)sc1C#Cc1ccc(C(=O)O)cc1,ClCCl,0,3,Carbazole,1318.961,25.6352,77.87,-0.039684908,61,12,3.710812,test
725,770,0.13,63095.7,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,ClCCl,0,5,BODIPY,550.506,7.70056,26.97,-0.040662175,25,6,2.732241,test
376,543,0.048,11900,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(Cl)cc3)n2)cc1,CC#N,4,12,5n6,352.846,5.53628,45.91,-0.035568927,18,3,3.0505183,train
324,470,0.198400006,52700,COC(=O)c1ccc(N=C(O)c2ccc(N(C)C)cc2)cc1,C1CCOC1,5,13,6n6,298.342,3.1755,62.13,-0.058200639,14,2,4.4785233,train
357,417,,,c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)cc3)[nH]c2-c2ccccc2)cc1,CO,1,12,5n6,514.632,9.1348,57.36,-0.04599671,40,7,3.6823635,train
334,562,0.6,,CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,ClCCl,0,8,PAHs,253.345,3.5971,20.31,-0.042214648,12,3,3.9672348,valid
523,607,,69262.8,CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,ClC(Cl)Cl,3,5,BODIPY,520.458,6.07854,33.3,-0.036415795,19,6,3.2600818,test
342,418,,,c1ccc(-n2c(-c3c(-n4c5ccccc5c5ccccc54)cccc3-n3c4ccccc4c4ccccc43)nc3ccccc32)cc1,C1CCOC1,5,3,Carbazole,600.725,10.8867,27.68,-0.037657867,52,10,4.213785,valid
395,476,0.07,,CC(C)(C)N=C(O)c1ccc(C(O)=NC(C)(C)C)c2c1c1c3ccc(Cl)cc3c3cc(Cl)ccc3c1c1c3ccc(Cl)cc3c3cc(Cl)ccc3c21,ClCCl,0,8,PAHs,764.58,14.5788,65.18,-0.037313618,43,8,4.2555323,train
382,544,0.649999976,34200,C(=C/c1ncc2ccccc2n1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,0,6,Triphenylamine,475.595,8.937,29.02,-0.043379048,36,6,3.135886,train
574,596,0.209999993,,Oc1ccc(Br)c(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)c1,CO,1,5,BODIPY,428.045,4.3516,43.96,-0.044869952,19,5,3.3038433,train
506.5,531.5,,,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(N=C(O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,8,9,Acridines,1290.974,6.3741,356.06,-0.039705294,42,7,4.249578,train
498,613,,28000,C[N+](C)=C1C=CC(=CC=C2C=CN(Cc3cc(CN4C=CC(=CC=C5C=CC(=[N+](C)C)C=C5)C=C4)cc(CN4C=CC(=CC=C5C=CC(=[N+](C)C)C=C5)C=C4)c3)C=C2)C=C1,CCO,2,4,Cyanine,790.092,9.2913,18.75,-0.02278163,27,7,3.7560706,train
395,480,0.460000008,,COc1ccc(O)c(-c2nc(O)n3c2-c2ccccc2C3=O)c1,CC#N,4,12,5n6,308.293,2.6388,84.58,-0.053942203,18,4,3.3150437,test
398,419,0.575999975,,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(N=C(O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(C)CC(C)(C)C,54,8,PAHs,628.769,9.624,94.15,-0.043960954,34,6,3.4257576,train
346,426,,,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CS(C)=O,7,12,5n6,586.742,9.7024,77.84,-0.030378112,38,7,3.4146981,train
423,532,0.670000017,,COc1nc(=Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)[nH]1,O=C1CCCCC1,55,8,PAHs,384.395,3.4189,89.46,-0.03947108,25,5,3.1372118,train
362,500,0.200000003,101000,CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-1,C1CCOC1,5,6,Triphenylamine,1174.332,19.14934,3.24,-0.038371099,60,13,3.6391556,train
783,,,,CCN(CC)c1ccc(-c2cc3c(s2)=CC2=C(c4ccc(C(=O)O)cc4)c4cc5sc(-c6ccc(N(CC)CC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,ClCCl,0,5,BODIPY,718.704,8.47,51.72,-0.039656283,36,8,3.0130093,train
406,,,,CCc1ccc(N(c2ccc(CC)cc2)c2ccc(-c3nnc(-c4ccc(C=C(C#N)C(=O)O)cc4)o3)cc2)cc1,CO,1,6,Triphenylamine,540.623,7.98978,103.25,-0.040067498,31,5,3.4578357,valid
356,,,,CCC1(CC)c2ccccc2-c2ccc(-c3ccc(-c4nc(-c5ccc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc5)nc(-c5ccc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc5)n4)cc3)cc21,C1CCOC1,5,13,6n6,970.317,19.1331,38.67,-0.037611557,60,13,3.6588886,train
520.2,531.8,0.78,77357.1,CCC1=C(C)C2=C(CCCCCOC(C)=O)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,2,5,BODIPY,432.364,5.95174,34.24,-0.035574694,9,3,3.2980597,test
405,503,0.819999993,,COc1ccccc1-c1c2c(n3ccc(C(C)=O)cc13)C(=O)N(CCN=C(O)OC(C)(C)C)C2,ClCCl,0,10,5p6,463.534,4.5024,92.84,-0.047711153,19,4,3.5074549,train
399,527,0.100000001,8700,CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CS(C)=O,7,-1,,256.312,0.2108,90.87,-0.035472801,12,2,3.72335,test
481,649,0,,O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccco2)s1,CS(C)=O,7,13,6n6,445.525,7.5096,72.41,-0.032355751,28,5,2.8727221,train
569,625,0.022,,Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c(CC(=O)c4ccccc4)ccc32)cc1,CO,1,5,BODIPY,400.237,4.87072,25.01,-0.037718202,21,5,3.0014558,train
412,528,0.046,38019,Cc1ccc(-c2cc(-c3ccccc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,CC#N,4,11,6p6,405.505,5.15667,79.56,-0.044627033,24,5,3.6389167,train
402,517,0.330000013,33266,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,0,1,Naphthalimide,616.186,9.9177,55.2,-0.03328626,35,7,3.3128145,train
373,434,,,N#C/C=C/c1ccc2ccc3cccc4ccc1c2c34,ClCCl,0,8,PAHs,253.304,5.12078,23.79,-0.035190799,20,4,3.3734062,train
423,,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CCC(O)(C(C)=O)C3OC1CC(N2CCC(OC)CC2)C(O)C(C)O1,C1COCCO1,13,9,Acridines,625.671,2.181,172.29,-0.058159765,15,6,2.895526,train
533,614,0.189999998,,CC1=C(c2ccc[se]2)C(C)=[N+]2C1=C(c1c(C)cc(C)cc1C)c1c(C)c(-c3ccc[se]3)c(C)n1[B-]2(F)F,C1CCOC1,5,5,BODIPY,624.304,6.7676,7.94,,24,6,3.8712852,train
397,447,0.400999993,,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(N=C(O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC#N,4,8,PAHs,628.769,9.624,94.15,-0.043960954,34,6,3.4257576,train
276,,,10200,C(=C\c1ccccc1)\c1ccccc1,CCCCCC,11,13,6n6,180.25,3.857,0,-0.053653867,13,2,4.495742,train
507,,,,CCCCCCCCC(CCCCCC)Cn1c2c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3sc2c2sc3cc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nsnc45)ccc3c21,C1CCOC1,5,6,Triphenylamine,1058.477,20.08968,95.04,-0.037252942,58,11,3.7396529,train
296,339,0.247999996,,Cc1cc(C)[nH]c(=N)n1,CO,1,15,Benz,123.159,0.50601,52.53,-0.067071076,7,1,4.5177007,train
437,627,0.889999986,,C(=C=C1C=CC(=P(CCC[P+](c2ccccc2)(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)(c2ccccc2)c2ccccc2)c2ccccc21)=C1C=CC(=[N+](c2ccccc2)c2ccccc2)C=C1,ClCCl,0,6,Triphenylamine,1051.267,16.4652,6.25,-0.021847292,68,12,3.6850586,train
308,370,0.400000006,,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c(-c3ccncc3)cccc21,C1CCCCC1,10,13,6n6,393.489,7.0921,12.89,-0.039852959,30,7,4.5704985,train
652,,,,CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(C)=O,7,0,SquaricAcid,452.598,4.9078,46.38,-0.04136392,17,5,2.5917647,train
418,473,0.49000001,61000,C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2c1,ClC(Cl)Cl,3,8,PAHs,580.73,9.8134,0,-0.038368888,37,6,3.1171422,valid
556.5,573,0.78,,COc1cc(Br)cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1OC,CS(C)=O,7,5,BODIPY,447.088,4.97692,26.4,-0.041168887,15,4,2.865415,train
368,456,0.620000005,,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,14,2,Coumarin,229.157,2.394,56.23,-0.036195086,12,2,4.0109816,train
613,662,,,COc1ccc(NC2=[N+]3C(=C(c4c(C)cc(C)cc4C)c4cc(Br)c(Oc5ccc(OC)cc5)n4[B-]3(F)F)C=C2Br)cc1,ClCCl,0,5,BODIPY,711.21,8.79656,47.66,-0.04084826,26,6,3.588571,valid
442,485,0.85,46989.4,CCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,2,5,BODIPY,236.03,2.0826,17.17,-0.041118305,8,3,3.4119616,train
639,,,,CC1(C)C(/C=C/C(Br)=C/C=C2/Nc3ccc(S(=O)(=O)O)cc3C2(C)C)=Nc2ccc(S(=O)(=O)O)cc21,O,8,10,5p6,593.521,5.6659,133.13,-0.043519729,20,4,2.9555292,train
536,,,,CCCCn1c2ccccc2c(=O)c2cc3c(cc21)c(=O)c1cc(-c2ccc(C=C(C#N)C(=O)O)cc2)ccc1n3CCCC,CO,1,9,Acridines,595.699,7.88158,105.09,-0.038757083,36,6,3.7156417,train
400,,,,CCCCCCCCc1ccc(-c2nc3c4cc(-c5ccc(/C=C(/C#N)C(=O)O)cc5)sc4c4sc(-c5cc(CCCCCCCC)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)cc4c3nc2-c2ccc(CCCCCCCC)s2)s1,ClCCl,0,6,Triphenylamine,1239.821,24.74908,90.11,-0.03802683,60,11,3.691768,train
529,,,,CCCCC(CC)Cc1cc(-c2ccc(-c3cc(CC(CC)CCCC)c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)c3nsnc23)sc1-c1ccc(-c2ccc(/C=C(\C#N)C(=O)O)cc2)s1,ClCCl,0,6,Triphenylamine,1103.583,20.91848,90.11,-0.037685226,56,10,3.7208495,test
620,,,,CCCCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5s4)o3)N(CC(C)CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3s2)o1,ClCCl,0,4,Cyanine,658.845,10.289,66.9,-0.031935739,34,8,4.148086,test
432,565,0.769999981,,N#Cc1ccc(C#N)c(C#Cc2ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c2)c1,ClC(Cl)Cl,3,6,Triphenylamine,520.595,7.57104,74.61,-0.03105137,30,5,2.730464,train
585,601,0.389999986,,O=Cc1ccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)[nH]1,ClCCl,0,5,BODIPY,361.16,3.696,40.8,-0.039480343,20,5,2.8534021,test
638,,,,CCCCCCCC[N+]1=C(C=C2C(=O)C(C=C3N(CC)c4ccccc4C3(C)C)=C2O)C(C)(C)c2cc(C(=O)[O-])ccc21,CCO,2,0,SquaricAcid,580.769,6.8096,83.68,-0.045416776,18,5,3.709642,train
396,414,0.769999981,,c1ccc(-n2c(-c3cccc(-c4c5ccccc5c(-c5cccc(-n6c7ccccc7c7ccccc76)c5)c5ccccc45)c3)nc3c4ccccc4c4ccccc4c32)cc1,ClCCl,0,3,Carbazole,787.966,15.7364,22.75,-0.037567517,69,13,4.2499156,train
361,414,0.550000012,53100,CCN(CC)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)c(O)c1,CCCCCC,11,8,PAHs,533.675,9.4221,52.15,-0.048951508,38,7,3.7263775,train
531,547,0.370000005,,Cc1ccc(C2=C3C(=[Cl+])C(Cl)=C(Cl)N3[B-](F)(F)n3c(Cl)c(Cl)c(Cl)c32)cc1,CC(C)=O,12,5,BODIPY,488.772,6.43642,8.17,,14,4,3.4342237,test
497,,,,Cc1cc(-c2cc(C)c(C3=S=C(c4ccc5c(c4)c4ccccc4n5C)c4ccccc43)s2)sc1C1=S=C(c2ccc3c(c2)c2ccccc2n3C)c2ccccc21,ClCCl,0,3,Carbazole,817.142,13.15204,9.86,-0.033804561,56,12,4.250113,test
593,641,0.930000007,,C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)C=C1,CCOCC,16,5,BODIPY,485.387,6.19816,24.4,-0.047892333,21,5,2.686142,train
347,391,0.270000011,,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCN(CC)CC,41,3,Carbazole,1035.602,23.7889,8.17,-0.043905015,45,10,3.6172304,train
360,,,,COc1cccc(-c2ccc(-c3cccc(OC)c3)c3[nH]c(-c4ccc(C=C(C#N)C(=O)O)cc4)nc23)c1,ClC(Cl)Cl,3,10,5p6,501.542,6.57268,108.23,-0.048037596,30,5,2.808552,test
275,406,0.026000001,,Cc1ccc(C)n1-c1ccc(C#N)cc1,CCCCCC,11,12,5n6,196.253,2.96582,28.72,-0.037465505,11,2,3.7723212,train
484,634,0.030099999,53859,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CC(C)=O,12,6,Triphenylamine,695.819,10.26376,103.42,-0.040448249,36,5,3.9718733,test
419,609,,36200,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)cc2)cc1N,CC#N,4,12,5n6,302.399,3.2495,55.56,-0.059155465,13,2,3.3224576,train
515,528,,78976.9,Cc1cc(C)n2c1C(=c1ccc(=C3C=CC(=[O+]S(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])C=C3)s1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,0,5,BODIPY,652.466,4.50328,141.58,-0.024074628,30,6,1.6340895,train
