smiles,solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
CCCCc1c(CCCC)c2cc(C(C)(C)C)cc3c(CCCC)c(CCCC)c4cccc1c4[n+]23,C(Cl)Cl,354,451,97,0.48,28250,4.451
CCCCc1c2c(nc3ccccc13)-c1cc3c(cc1CC2)-c1nc2ccccc2c(CCCC)c1CC3,C(Cl)(Cl)Cl,372,381,9,0.697,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CO,396,463,67,0.265,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CNC=O,399,459,60,0.38,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC#N,397,447,50,0.401,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C(Cl)(Cl)Cl,397,440,43,0.623,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1CCCCC1,400,421,21,0.654,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC1=CC=CC=C1,399,421,22,0.646,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCOC(=O)C,402,426,24,0.571,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1CCOC1,398,428,30,0.591,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CN(C)C=O,398,450,52,0.544,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CS(=O)C,396,455,59,0.536,,
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1COCCO1,397,424,27,0.576,,
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C(Cl)Cl,407,545,138,0.97,24570,4.3904
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C(Cl)(Cl)Cl,409,545,136,0.96,24450,4.3883
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CN(C)C=O,406,556,150,0.96,24630,4.3915
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO,404,587,183,0.91,24750,4.3936
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCCCCC,400,482,82,0.88,25000,4.3979
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC#N,400,556,156,0.97,25000,4.3979
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CO,401,601,200,0.85,24940,4.3969
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C1CCOC1,405,528,123,0.98,24690,4.3925
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC1=CC=CC=C1,406,510,104,0.94,24630,4.3915
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,C(Cl)Cl,419,457,38,0.68,23870,4.3779
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CS(=O)C,418,458,40,0.37,23920,4.3788
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CC#N,414,457,43,0.44,24150,4.3829
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C(Cl)Cl,440,562,122,0.95,22730,4.3566
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C(Cl)(Cl)Cl,442,562,120,0.97,22620,4.3545
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CN(C)C=O,437,575,138,0.94,22880,4.3595
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO,435,601,166,0.8,22990,4.3615
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC#N,434,576,142,0.95,23040,4.3625
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CO,434,614,180,0.7,23040,4.3625
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C1CCOC1,432,540,108,0.98,23150,4.3646
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC1=CC=CC=C1,434,521,87,0.95,23040,4.3625
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4cc(CCCC)c(-c5cccc(-c6oc(-c7cccc(-c8oc(-c9cccc(-c%10oc(-c%11cccc(COC)c%11)cc%10CCCC)c9)cc8CCCC)c7)cc6CCCC)c5)o4)c3)o2)c1,C(Cl)(Cl)Cl,337,374,37,0.54,,
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4oc(-c5cccc(-c6oc(-c7cccc(COC)c7)cc6CCCC)c5)cc4CCCC)c3)o2)c1,C(Cl)(Cl)Cl,336,373,37,0.23,,
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2oc(-c3cccc(COC)c3)cc2CCCC)c1,C(Cl)(Cl)Cl,334,371,37,0.55,,
CCCCc1cc(-c2ccncc2)c2ccc3c(CCCC)cc(-c4ccncc4)c4ccc1c2c34,CC1=CC=CC=C1,372,415,43,0.84,26880,4.4294
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CCCCCC,359,388,29,0.55,48978,4.69
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,C(Cl)Cl,361,389,28,0.61,,
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CO,358,388,30,0.67,,
CCCCc1cc2c3c(c1)-c1ccccc1B(c1c(C)cc(C)cc1C)N3B(c1c(C)cc(C)cc1C)c1ccccc1-2,C(Cl)Cl,366,413,47,,,
CCCCc1cc2cccc[n+]2[b-]2c(-c3cccc4[b-]3[n+]3ccccc3cc4CCCC)cccc21,C1CCCCC1,446,451,5,0.03,,
CCCCc1cc2cccc3cc(CCCC)c4cc(-c5cc6[b-]7c(c5)c(CCCC)cc5cccc(cc6CCCC)[n+]75)cc1[b-]4[n+]23,C1CCCCC1,426,550,124,0.06,,
CCCCc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,CS(=O)C,558,574,16,,17920,4.2533
CCCCc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(CCCC)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(CCCC)cc2)=C2/C=C(/C=C/C=C(C(=O)O)C(=O)O)C(=N2)/C=4c2ccc(CCCC)cc2)cc1,CN(C)C=O,611,633,22,,,
CCCCc1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)cc1,CCO,410,,,,,
CCCCc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(=O)C,429,561,132,0.14,23310,4.3675
CCCCc1ccc(C2=C(c3ccc(Br)cc3)C3=C(c4ccc(Br)cc4)c4c(-c5ccc(Br)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,591,,,,16920,4.2284
CCCCc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3=C(c4ccc(C(F)(F)F)cc4)c4c(-c5ccc(C(F)(F)F)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,596,,,,16780,4.2248
CCCCc1ccc(C2=C(c3ccc(C)cc3)C3=C(c4ccc(C)cc4)c4c(-c5ccc(C)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,579,,,,17270,4.2373
CCCCc1ccc(C2=C(c3ccc(F)cc3)C3=C(c4ccc(F)cc4)c4c(-c5ccc(F)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,588,,,,17010,4.2307
CCCCc1ccc(C2=C(c3ccc(OC)cc3)C3=C(c4ccc(OC)cc4)c4c(-c5ccc(OC)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,581,,,,17210,4.2358
CCCCc1ccc(C2=C(c3cccc(OC)c3)C3=C(c4cccc(OC)c4)c4c(-c5cccc(OC)c5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,580,,,,17240,4.2365
CCCCc1ccc(C2=C(c3ccccc3)C3=C(c4ccccc4)c4c(-c5ccccc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,C(Cl)Cl,582,,,,17180,4.235
CCCCc1ccc(CCc2ccc3nc4ccc(CCc5ccc(CCCC)cc5)cn4c(=O)c3c2)cc1,C(Cl)Cl,383,481,98,0.48,215000,5.3324
CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc5)ccc3-4)cc2)cc1,CC1=CC=CC=C1,411,471,60,0.75,40500,4.6075
CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc5)ccc3-4)cc2)cc1,C(Cl)(Cl)Cl,418,520,102,,,
CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc3c(c2)S(=O)(=O)c2cc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)ccc2-3)cc1,C(Cl)(Cl)Cl,436,516,80,,,
CCCCc1ccc(-n2c3c(c4c2c2c(n4-c4ccc(CCCC)cc4)-c4cc(F)ccc4NB2c2ccccc2)B(c2ccccc2)Nc2ccc(F)cc2-3)cc1,CC1=CC=CC=C1,395,406,11,0.64,67400,4.8287
CCCCc1ccc(-n2c3c(c4c2c2c(n4-c4ccc(CCCC)cc4)-c4ccc(C(F)(F)F)cc4NB2c2ccccc2)B(c2ccccc2)Nc2cc(C(F)(F)F)ccc2-3)cc1,CC1=CC=CC=C1,402,413,11,0.78,62500,4.7959
CCCCc1ccc(-n2c3c4cc(F)ccc4nc(-c4ccc(OC)cc4)c3c3c2c2c(-c4ccc(OC)cc4)nc4ccc(F)cc4c2n3-c2ccc(CCCC)cc2)cc1,C(Cl)(Cl)Cl,305,527,222,0.19,59100,4.7716
CCCCc1ccc(-n2c3c4ccc(C(F)(F)F)cc4nc(-c4ccc(CN)cc4)c3c3c2c2c(-c4ccc(CN)cc4)nc4cc(C(F)(F)F)ccc4c2n3-c2ccc(CCCC)cc2)cc1,C(Cl)(Cl)Cl,318,499,181,0.14,68500,4.8357
CCCCc1ccc2c(c1)c1cc(CCCC)ccc1n2-c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(-n4c5ccc(CCCC)cc5c5cc(CCCC)ccc54)cc3)cc2)cc1,CC1=CC=CC=C1,355,450,95,0.7,,
CCCCc1ccc2c(c1)c1ccc3cccc4c3c1c1c2c2cccc3ccc5c6cc(CCCC)ccc6c4c1c5c32,C(Cl)Cl,492,506,14,0.31,,
CCCCc1ccc2cc3cc4ccccc4cc3cc2c1,C(Cl)Cl,446,475,29,0.444,22420,4.3506
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CC(=O)C,396,426,30,0.009,25250,4.4023
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,C(Cl)Cl,399,435,36,0.054,25060,4.399
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,C(Cl)(Cl)Cl,401,438,37,0.13,24940,4.3969
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CS(=O)C,400,439,39,0.019,25000,4.3979
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CCO,396,464,68,0.36,25250,4.4023
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CCCCCC,393,402,9,,25450,4.4057
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CC#N,395,434,39,0.035,25320,4.4035
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CO,395,469,74,0.38,25320,4.4035
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,C1CCOC1,396,417,21,,25250,4.4023
CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CC1=CC=CC=C1,399,418,19,,25060,4.399
CCCCc1ccc2ccc3c(CCCC)cc(C(=O)CCC)c4ccc1c2c34,CO,390,468,78,0.27,25640,4.4089
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CC(=O)C,407,433,26,0.047,24570,4.3904
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,C(Cl)Cl,411,443,32,0.25,24330,4.3861
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,C(Cl)(Cl)Cl,413,446,33,0.44,24210,4.384
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CS(=O)C,411,446,35,0.1,24330,4.3861
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CCCCCC,404,413,9,0.003,24750,4.3936
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CC#N,407,443,36,0.15,24570,4.3904
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CC1=CC=CC=C1,410,426,16,0.015,24390,4.3872
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCCCCC,352,384,32,0.49,44668,4.65
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,C(Cl)Cl,354,385,31,0.43,,
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CO,351,384,33,0.6,,
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CCCCCC,344,380,36,0.47,44668,4.65
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,C(Cl)Cl,347,382,35,0.36,,
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CO,344,381,37,0.6,,
CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,377,39,0.35,45709,4.66
CCCCc1ccc2ccc3cccc4ccc1c2c34,C(Cl)Cl,341,378,37,0.41,,
CCCCc1ccc2ccc3cccc4ccc1c2c34,CO,338,377,39,0.31,,
CCCCc1cn(-c2ccc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)n4c(C)c(CC)c(C)c43)cc2)n[n+]1C,C(Cl)Cl,532,,,,18800,4.2742
CCCCc1cn(-c2ccc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)n4c(C)c(CC)c(C)c43)cc2)nn1,C(Cl)Cl,528,,,,18940,4.2774
CCCCc1coc2cc(O)c(OC)cc2c1=O,O,345,447,102,0.48,28990,4.4622
CCCCc1coc2cc(O)ccc2c1=O,O,334,454,120,0.21,29940,4.4763
CCCCc1oc2cc3nc4ccccc4nc3c3cccc(c1CCCC)c23,C(Cl)Cl,503,567,64,0.65,,
CCCCCC(=O)C1(C(=O)CCCCC)c2cc(CCc3ccc(C4=[N+]5C(=Nc6c(-c7ccccc7)cc(-c7ccc(CCc8ccc9c(c8)C(C(=O)CCCCC)(C(=O)CCCCC)c8cc([N+](=O)[O-])ccc8-9)cc7)n6[B-]5(F)F)C(c5ccccc5)=C4)cc3)ccc2-c2ccc([N+](=O)[O-])cc21,C(Cl)(Cl)Cl,697,,,,,
CCCCCC(=O)C1(C(=O)CCCCC)c2cc(CCc3ccc(C4=CC(c5ccccc5)=[N+]5C4=Nc4c(-c6ccc(CCc7ccc8c(c7)C(C(=O)CCCCC)(C(=O)CCCCC)c7cc([N+](=O)[O-])ccc7-8)cc6)cc(-c6ccccc6)n4[B-]5(F)F)cc3)ccc2-c2ccc([N+](=O)[O-])cc21,C(Cl)Cl,675,,,,,
CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,CCCCCC,435,525,90,,,
CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,C(Cl)Cl,449,561,112,,,
CCCCCC(=O)c1ccc2c3c(sc2c1)-c1ccccc1P3(=O)c1ccccc1,C(Cl)Cl,359,428,69,0.15,8710,3.94
CCCCCC(=O)N(C(=O)CCCCC)c1ccc(CCc2ccc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc(CCc7ccc(N(C(=O)CCCCC)C(=O)CCCCC)cc7)cc6)n5[B-]4(F)F)C(c4ccccc4)=C3)cc2)cc1,CC1=CC=CC=C1,740,,,,,
CCCCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(=O)C,427,557,130,0.2,23420,4.3696
CCCCCC(=O)Oc1cc2[nH]c(cc2CCOC)c2nc(ccc3[nH]c(cc3CCOC)c3nc1C(CCOC)=C3)C(CCOC)=C2,CC1=CC=CC=C1,646,,,,,
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4C=CC(Br)=[N+]4[B-](F)(F)n4c(Br)ccc43)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,515,,,,19420,4.2882
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4C=CC(c5ccc(-c6cccs6)s5)=[N+]4[B-](F)(F)n4c3ccc4-c3ccc(-c4cccs4)s3)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,678,,,,14750,4.1688
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4C=CC(c5ccccc5)=[N+]4[B-](F)(F)n4c3ccc4-c3ccccc3)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,547,,,,18280,4.262
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4C=CC(c5ccco5)=[N+]4[B-](F)(F)n4c3ccc4-c3ccco3)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,571,,,,17510,4.2433
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n4c3ccc4-c3cccs3)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,612,,,,16340,4.2133
CCCCCC(C)(C)c1ccc(N(c2ccc(C3=C4CCC=[N+]4[B-](F)(F)n4cccc43)cc2)c2ccc(C(C)(C)CCCCC)cc2)cc1,C(Cl)Cl,494,,,,20240,4.3062
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,C1CCCCC1,486,507,21,,68500,4.8357
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,CC1=CC=CC=C1,488,513,25,0.67,72500,4.8603
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,C(Cl)(Cl)Cl,491,514,23,,79000,4.8976
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,CCOC(=O)C,488,509,21,,73900,4.8686
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,C1CCOC1,492,513,21,,72400,4.8597
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,C(Cl)Cl,492,514,22,,75100,4.8756
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,CN(C)C=O,496,518,22,,87700,4.943
CCCCCC(CC)COc1ccc(N(c2ccc(OCC(CC)CCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(/C=C(\CN)C(=O)O)cc6)s5)c5nsnc45)s3)cc2)cc1,C1CCOC1,535,,,0.69,,
CCCCCC(CC)n1c2ccc(OC)cc2c2cc(-c3ccc(C=C(CN)C(=O)O)o3)c3ccccc3c21,C(Cl)Cl,462,,,0.66,,
CCCCCC(CC)n1c2ccc(OC)cc2c2cc(-c3ccc(C=C(CN)C(=O)O)s3)c3ccccc3c21,C(Cl)Cl,458,,,0.66,,
CCCCCC[N+]1=C(/C=C/c2cc3c4c(c2)C(C)(C)c2cccc5c2N4c2c(cccc2C3(C)C)C5(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CO,595,731,136,0.6,,
CCCCCC[N+]1=C(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)(C)c2cc(C(=O)O)ccc21,CO,551,574,23,0.59,,
CCCCCC[N+]1=C(/C=C2/C(=O)C(/C=C3\N(C)c4ccc(C(=O)O)cc4C3(C)C)=C2[O-])[C@](CC)(CCCC)c2ccccc21,C(Cl)Cl,643,,,,,
CCCCCC[N+]1=C(/C=C2/C(=O)C(c3ccc(N(c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4ccccc4-5)c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4ccccc4-5)cc3)C2O)c2ccc(C(=O)[O-])c3cccc1c23,CCO,771,,,0.36,,
CCCCCC[N+]1=C(/C=C2/C(=O)C(c3ccc(N(CCCC)CCCC)cc3)C2O)c2ccc(C(=O)[O-])c3cccc1c23,CCO,779,,,0.6,,
CCCCCC[n+]1c(C=Cc2cnc(N=Nc3ccc(N(CC)CC)cc3)s2)sc2ccccc21,CO,693,,,,,
CCCCCC[n+]1c(C=Cc2sc(N=Nc3ccc(N(CC)CC)cc3)nc2Cl)sc2ccccc21,CO,711,,,,,
CCCCCC[Si]1(CCCCCC)c2cc(C=C(CN)C(=O)O)sc2-c2sc(-c3sc(-c4ccc(N(c5ccc(OCC(CC)CCCC)cc5)c5ccc(OCC(CC)CCCC)cc5)cc4)c4c3OCCO4)cc21,CN(C)C=O,493,,,0.79,,
CCCCCC1(CCCCC)COc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(-c3nc4sc(-c5sc(-c6ccc(C=C(CN)C(=O)O)s6)c6c5OCC(CCCCC)(CCCCC)CO6)nc4s3)c2OC1,C1CCOC1,510,587,77,0.61,,
CCCCCC1(CCCCC)COc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(-c3nc4sc(-c5sc(-c6sc(C=C(CN)C(=O)O)c7c6OCCO7)c6c5OCC(CCCCC)(CCCCC)CO6)nc4s3)c2OC1,C1CCOC1,548,636,88,0.63,,
CCCCCC1(CCCCC)COc2c(-c3ccc4c(c3)Sc3ccccc3N4c3ccc(OC)cc3)sc(-c3nc4sc(-c5sc(-c6ccc(C=C(CN)C(=O)O)s6)c6c5OCC(CCCCC)(CCCCC)CO6)nc4s3)c2OC1,C1CCOC1,513,596,83,0.62,,
CCCCCC1=C(C)C(Br)=[N+]2C1=Cc1c(CCCCC)c(C)c(Br)n1[B-]2(F)F,C1CCCCC1,544,,,,18380,4.2643
CCCCCC1=C(C)C(Br)=[N+]2C1=Cc1c(CCCCC)c(C)c(Br)n1[B-]2(F)F,C(Cl)(Cl)Cl,546,,,,18320,4.2629
CCCCCC1=C(C)C(Br)=[N+]2C1=Cc1c(CCCCC)c(C)c(Br)n1[B-]2(F)F,CN(C)C=O,534,,,,18730,4.2725
CCCCCC1=C(C)C(Br)=[N+]2C1=Cc1c(CCCCC)c(C)c(Br)n1[B-]2(F)F,CCO,536,,,,18660,4.2709
