Tag,Chromophore,Solvent,X,Y
363,COc1cc2c(cc1/C=C(\C#N)c1nc3ccccc3s1)c1ccccc1n2C,CC#N,0.175269525,0.50382907
364,COc1cc2c(cc1/C=C(\C#N)c1nc3ccccc3s1)c1ccccc1n2C,CN(C)C=O,0.148111598,0.528079438
365,COc1cc2c(cc1/C=C(\C#N)c1nc3ccccc3s1)c1ccccc1n2C,CS(C)=O,0.210032776,0.571835486
366,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1CCCCC1,0.339470063,0.598744764
367,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,0.447344865,0.535606971
368,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1COCCO1,0.483470528,0.505629756
369,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClC(Cl)Cl,0.367243262,0.585981816
370,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CCOCC,0.42090611,0.553648761
371,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1CCOC1,0.47633906,0.511117567
372,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClCCl,0.420940443,0.553876427
373,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CN(C)C=O,0.470312965,0.516300214
374,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CC#N,0.473354662,0.513689943
375,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CO,0.439060894,0.539739688
376,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,0.153016412,0.79456859
377,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.275818755,0.563000141
378,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,ClCCl,0.290182449,0.518071712
379,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,0.176077112,0.740996521
380,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.170430199,0.759621384
381,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CS(C)=O,0.194651121,0.739564198
382,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,CCCCCC,0.70063335,0.299264089
383,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,C1CCOC1,0.704842818,0.295073788
384,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,ClCCl,0.695789782,0.304085076
385,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,ClC(Cl)Cl,0.698808947,0.301080126
386,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,CO,0.694209104,0.305658887
387,CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,CS(C)=O,0.692181076,0.307677036
388,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CO,0.304278144,0.657837408
389,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CC#N,0.347176734,0.632019366
390,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CCOC(C)=O,0.348865915,0.606947499
391,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,ClCCl,0.376466737,0.593365275
392,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CCCCCC,0.31044191,0.676437295
393,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CO,0.075684979,0.710130711
394,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CC#N,0.082892053,0.716474075
395,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CCOC(C)=O,0.084277834,0.731013673
396,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,ClCCl,0.104958946,0.759509203
397,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CCCCCC,0.082558813,0.733621112
398,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CO,0.526933236,0.472052567
399,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CC#N,0.537831773,0.461243156
400,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CCOC(C)=O,0.55870434,0.440514013
401,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,ClCCl,0.583932992,0.415431443
402,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CCCCCC,0.555214466,0.444004785
403,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CO,0.571807796,0.427375473
404,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CC#N,0.600698667,0.398722657
405,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CCOC(C)=O,0.58857566,0.410772281
406,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,ClCCl,0.592980197,0.406396734
407,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CCCCCC,0.585520072,0.413839956
408,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,CO,0.671390999,0.328376283
409,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,CC#N,0.685314179,0.314515915
410,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.686702809,0.313133828
411,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,ClCCl,0.690582281,0.309271757
412,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,CCCCCC,0.679176777,0.320626259
413,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1,CO,0.562340619,0.436934362
414,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1,CC#N,0.551416946,0.447801854
415,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.572426239,0.426894981
416,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1,ClCCl,0.582498741,0.416869095
417,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1,CCCCCC,0.557795602,0.441464027
418,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,CO,0.396505569,0.592212775
419,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,CC#N,0.386591513,0.599915054
420,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,CCOC(C)=O,0.398882377,0.592424986
421,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,ClCCl,0.408654213,0.584511838
422,N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,CCCCCC,0.401574907,0.59168491
423,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CO,0.516556372,0.481489955
424,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CC#N,0.520453845,0.477233108
425,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCOC(C)=O,0.544791605,0.453933085
426,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,ClCCl,0.572853168,0.426352601
427,N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCCCCC,0.530784735,0.467079631
428,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CO,0.161218629,0.764564217
429,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CC#N,0.167909794,0.76352433
430,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCOC(C)=O,0.178599835,0.764334856
431,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,ClCCl,0.189012242,0.763955506
432,COc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCCCCC,0.190638644,0.768393187
433,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CO,0.403771018,0.593030057
434,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CC#N,0.43010886,0.567502484
435,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCOC(C)=O,0.429645694,0.568053661
436,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,ClCCl,0.442312017,0.555752945
437,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,CCCCCC,0.435105908,0.562937432
438,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CO,0.585952795,0.413290724
439,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CC#N,0.603596621,0.395769932
440,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCOC(C)=O,0.603456305,0.395927903
441,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,ClCCl,0.603372604,0.396028785
442,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCCCCC,0.596478097,0.402917401
443,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CO,0.671390999,0.328376283
444,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CC#N,0.685314179,0.314515915
445,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCOC(C)=O,0.686702809,0.313133828
446,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,ClCCl,0.690582281,0.309271757
447,N#CSC1=CC2=C(c3ccccc3)c3cc(SC#N)c(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,CCCCCC,0.679176777,0.320626259
448,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CO,0.269154868,0.701092564
449,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CC#N,0.264029607,0.70328082
450,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,0.283402601,0.694834321
451,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,ClCCl,0.28539062,0.692078312
452,COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,0.264653865,0.716166502
453,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CO,0.331203473,0.655284013
454,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CC#N,0.349568248,0.639824574
455,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,0.367404381,0.624415127
456,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,ClCCl,0.36005451,0.631436942
457,COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,0.390351647,0.604132212
458,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CO,0.517481155,0.481112375
459,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CC#N,0.527556432,0.471185024
460,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,0.547866963,0.451147508
461,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,ClCCl,0.536879179,0.461962572
462,CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,0.590330549,0.409037938
463,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CO,0.234612711,0.691294108
464,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CC#N,0.238474418,0.693856735
465,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCOC(C)=O,0.2386963,0.693471575
466,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,ClCCl,0.260689507,0.696240072
467,F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCCCCC,0.264248966,0.697120297
468,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CO,0.5773398,0.422003827
469,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CC#N,0.567669625,0.431631173
470,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCOC(C)=O,0.577297074,0.422046211
471,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,ClCCl,0.587555739,0.411835169
472,F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCCCCC,0.577275678,0.422067435
473,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CO,0.711281588,0.288658859
474,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CC#N,0.711281233,0.288658465
475,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CCOC(C)=O,0.717066581,0.282894528
476,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,ClCCl,0.717146936,0.282813917
477,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CCCCCC,0.71770388,0.282259387
478,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CO,0.3122276,0.674118904
479,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CC#N,0.298517431,0.685678044
480,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCOC(C)=O,0.318748266,0.668642171
481,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,ClCCl,0.328515932,0.661602628
482,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCCCCC,0.350615553,0.641048955
483,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CO,0.526048134,0.472882851
484,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CC#N,0.520486001,0.478380049
485,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCOC(C)=O,0.541724219,0.45734022
486,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,ClCCl,0.543390652,0.455731016
487,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCCCCC,0.559983297,0.439257967
488,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,0.14881566,0.042566905
489,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,0.195614171,0.475282057
490,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CC#N,0.486356583,0.494173012
491,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCCCCC,0.145493819,0.069238565
492,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCOCC,0.2907385,0.500216956
493,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CC#N,0.471596012,0.483549213
494,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,0.162721113,0.013705365
495,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,0.140983477,0.068344025
496,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCOCC,0.12567439,0.17171585
497,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,0.149331562,0.404344095
498,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,0.241598634,0.562525539
499,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCO,0.259829996,0.547461889
500,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CC#N,0.280469487,0.579436077
501,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,0.473329552,0.51164872
502,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,0.134735455,0.14424603
503,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,0.339113401,0.539112854
504,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,0.426507572,0.527845552
505,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,0.532668516,0.458727875
506,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,0.583781027,0.412955874
507,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCO,0.56263281,0.430983963
508,CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CC#N,0.594148386,0.402789459
509,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,C1CCCCC1,0.172218568,0.005301585
510,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,Cc1ccccc1,0.170155437,0.006525973
511,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CCOCC,0.168324788,0.008040758
512,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CCOC(C)=O,0.166133564,0.010200859
513,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,C1CCOC1,0.165762602,0.010613108
514,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,ClC(Cl)Cl,0.165288119,0.011139927
515,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CC#N,0.156696019,0.028876455
516,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CCO,0.1622382,0.015583554
517,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CO,0.1605499,0.018540354
518,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,C1CCCCC1,0.173670913,0.004961033
519,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,Cc1ccccc1,0.17276487,0.005101224
520,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CCOCC,0.171992816,0.005405441
521,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CCOC(C)=O,0.170521553,0.006304093
522,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,C1CCOC1,0.169945944,0.006726768
523,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,ClC(Cl)Cl,0.168921271,0.007573559
524,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CC#N,0.164844008,0.011919215
525,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CCO,0.167500912,0.00891581
526,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CO,0.166213189,0.01030966
527,c1ccc2c(-n3cnc4ccccc43)cccc2c1,C1CCCCC1,0.172636483,0.005172387
528,c1ccc2c(-n3cnc4ccccc43)cccc2c1,Cc1ccccc1,0.172554663,0.005199037
529,c1ccc2c(-n3cnc4ccccc43)cccc2c1,CCOCC,0.172383607,0.005259728
530,c1ccc2c(-n3cnc4ccccc43)cccc2c1,CCOC(C)=O,0.172383607,0.005259728
531,c1ccc2c(-n3cnc4ccccc43)cccc2c1,C1CCOC1,0.172554663,0.005199037
532,c1ccc2c(-n3cnc4ccccc43)cccc2c1,ClC(Cl)Cl,0.172294364,0.005293954
533,c1ccc2c(-n3cnc4ccccc43)cccc2c1,CC#N,0.172294364,0.005293954
534,c1ccc2c(-n3cnc4ccccc43)cccc2c1,CCO,0.172470372,0.005228119
535,c1ccc2c(-n3cnc4ccccc43)cccc2c1,CO,0.172470372,0.005228119
536,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,C1CCCCC1,0.171328962,0.005743826
537,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,Cc1ccccc1,0.171328962,0.005743826
538,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CCOCC,0.171090504,0.005882105
539,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CCOC(C)=O,0.171211172,0.005811114
540,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,C1CCOC1,0.171328962,0.005743826
541,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,ClC(Cl)Cl,0.171211172,0.005811114
542,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CC#N,0.171090504,0.005882105
543,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CCO,0.171090504,0.005882105
544,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CO,0.170966895,0.005956892
545,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCOCC,0.168438009,0.008293891
546,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCOC(C)=O,0.167969122,0.008769948
547,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,ClCCl,0.167495915,0.009256617
548,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CC#N,0.168007512,0.008728476
549,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCO,0.164731329,0.01302545
550,CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,CCOCC,0.168888206,0.007673057
551,CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,CCOC(C)=O,0.167326368,0.009220661
552,CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,CC#N,0.167533092,0.00892096
553,CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,CCO,0.16725543,0.009203875
554,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCCCCC,0.164328831,0.01274943
555,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCOCC,0.157080629,0.026546712
556,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCOC(C)=O,0.153007065,0.039390222
557,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,ClCCl,0.143602876,0.091986689
558,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CC#N,0.144707256,0.119119864
559,CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCO,0.152907009,0.198399551
560,Cc1cc(C)nc(N)n1,CCO,0.173290267,0.005044989
561,Cc1cc(C)nc(N)n1,CO,0.173137017,0.005075766
562,Cc1cc(C)nc(N)n1,O,0.172862359,0.005148247
563,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCOC1,0.340770707,0.515986096
564,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CC#N,0.385315348,0.522463265
565,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,0.168241411,0.008119307
566,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,0.163658023,0.013239724
567,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,0.158773901,0.021449065
568,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,0.15152561,0.046313706
569,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,0.15011299,0.094990733
